emission_record_id,date_key,business_unit_id,facility_id,supplier_id,activity_id,scope,ghg_category,activity_volume,activity_unit,emission_factor,emissions_tco2e,spend_usd,revenue_usd,data_quality_score
E001015,202601,BU05,F06,S020,A09,Scope 3,Waste,406.86,tonnes waste,0.5523,200.48,101724.8,2024320.51,0.72
E001016,202601,BU04,F07,S019,A04,Scope 2,Electricity,300.94,MWh,0.4449,106.8,41363.9,3231799.42,0.77
E001017,202601,BU04,F07,S014,A05,Scope 2,Purchased energy,759.49,MWh,0.2201,167.32,51132.01,3231799.42,0.93
E001018,202601,BU04,F07,S023,A06,Scope 3,Purchased goods and services,1666.64,USD thousand spend,0.6188,1436.34,269325.82,3231799.42,0.83
E001019,202601,BU04,F07,S013,A06,Scope 3,Purchased goods and services,2024.22,USD thousand spend,0.6235,1400.56,401763.14,3231799.42,0.93
E001020,202601,BU04,F07,S016,A08,Scope 3,Business travel,905.84,passenger-km thousand,0.1281,161.66,386654.25,3231799.42,0.77
E001021,202601,BU04,F07,S004,A09,Scope 3,Waste,556.2,tonnes waste,0.5901,292.84,88493.39,3231799.42,0.82
E001022,202601,BU05,F08,S008,A04,Scope 2,Electricity,202.18,MWh,0.4419,57.29,23969.06,2092487.34,0.84
E001023,202601,BU05,F08,S016,A05,Scope 2,Purchased energy,420.44,MWh,0.2396,100.82,76328.72,2092487.34,0.94
E001024,202601,BU05,F08,S004,A08,Scope 3,Business travel,327.4,passenger-km thousand,0.1084,31.66,155703.24,2092487.34,0.88
E001025,202601,BU05,F08,S015,A09,Scope 3,Waste,172.67,tonnes waste,0.5536,106.08,78017.64,2092487.34,0.83
E001026,202602,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,636.79,MWh thermal,0.215,121.33,67357.77,6989102.33,0.92
E001027,202602,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,216.79,kg refrigerant,1.2023,230.98,39373.94,6989102.33,0.8
E001028,202602,BU01,F01,S012,A04,Scope 2,Electricity,489.42,MWh,0.5189,161.7,75820.79,6989102.33,0.95
E001029,202602,BU01,F01,S001,A06,Scope 3,Purchased goods and services,972.49,USD thousand spend,0.5655,605.99,362344.41,6989102.33,0.85
E001030,202602,BU01,F01,S021,A06,Scope 3,Purchased goods and services,2188.85,USD thousand spend,0.5067,1222.12,602600.8,6989102.33,0.82
E001031,202602,BU01,F01,S008,A09,Scope 3,Waste,1017.35,tonnes waste,0.4675,421.29,234695.85,6989102.33,0.86
E001032,202602,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,1530.45,kiloliters,2.3095,3132.28,160124.77,5429478.33,0.79
E001033,202602,BU02,F02,S012,A04,Scope 2,Electricity,458.84,MWh,0.4356,127.25,78607.29,5429478.33,0.82
E001034,202602,BU02,F02,S004,A07,Scope 3,Transportation and distribution,877.32,ton-km thousand,0.1597,124.14,491085.45,5429478.33,0.72
E001035,202602,BU02,F02,S016,A07,Scope 3,Transportation and distribution,307.31,ton-km thousand,0.1704,72.41,65867.69,5429478.33,0.88
E001036,202602,BU02,F02,S010,A09,Scope 3,Waste,1320.83,tonnes waste,0.4414,806.21,475815.94,5429478.33,0.76
E001037,202602,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,1456.9,kiloliters,2.6944,3478.8,175699.92,5246072.58,0.74
E001038,202602,BU02,F03,S018,A04,Scope 2,Electricity,1275.96,MWh,0.4573,462.15,145031.22,5246072.58,0.97
E001039,202602,BU02,F03,S001,A07,Scope 3,Transportation and distribution,1108.18,ton-km thousand,0.1946,237.63,288972.32,5246072.58,0.75
E001040,202602,BU02,F03,S012,A07,Scope 3,Transportation and distribution,1165.34,ton-km thousand,0.1332,137.46,675565.07,5246072.58,0.79
E001041,202602,BU02,F03,S024,A09,Scope 3,Waste,905.42,tonnes waste,0.4386,351.78,358433.64,5246072.58,0.91
E001042,202602,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1615.6,MWh thermal,0.1779,254.75,240400.05,6557967.81,0.96
E001043,202602,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,217.61,kg refrigerant,1.628,313.95,34370.8,6557967.81,0.95
E001044,202602,BU01,F04,S016,A04,Scope 2,Electricity,928.51,MWh,0.48,442.98,104377.59,6557967.81,0.84
E001045,202602,BU01,F04,S005,A06,Scope 3,Purchased goods and services,962.41,USD thousand spend,0.5891,624.77,383154.4,6557967.81,0.73
E001046,202602,BU01,F04,S012,A06,Scope 3,Purchased goods and services,758.37,USD thousand spend,0.629,422.56,412352.52,6557967.81,0.92
E001047,202602,BU01,F04,S008,A09,Scope 3,Waste,576.72,tonnes waste,0.5328,272.19,325981.5,6557967.81,0.89
E001048,202602,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1645.64,kiloliters,3.1523,4597.23,185267.02,5162366.16,0.89
E001049,202602,BU02,F05,S008,A04,Scope 2,Electricity,1426.66,MWh,0.4709,427.77,212782.01,5162366.16,0.85
E001050,202602,BU02,F05,S003,A07,Scope 3,Transportation and distribution,1633.38,ton-km thousand,0.1344,241.88,526149.38,5162366.16,0.78
E001051,202602,BU02,F05,S014,A07,Scope 3,Transportation and distribution,1735.44,ton-km thousand,0.1448,347.59,688815.98,5162366.16,0.97
E001052,202602,BU02,F05,S005,A09,Scope 3,Waste,966.1,tonnes waste,0.5864,624.27,414664.5,5162366.16,0.89
E001053,202602,BU05,F06,S001,A04,Scope 2,Electricity,541.45,MWh,0.4108,176.18,99574.53,2198617.77,0.89
E001054,202602,BU05,F06,S012,A05,Scope 2,Purchased energy,526.13,MWh,0.2162,72.42,47668.13,2198617.77,0.83
E001055,202602,BU05,F06,S001,A08,Scope 3,Business travel,545.8,passenger-km thousand,0.129,77.59,360769.66,2198617.77,0.91
E001056,202602,BU05,F06,S020,A09,Scope 3,Waste,501.19,tonnes waste,0.5702,253.17,253000.18,2198617.77,0.81
E001057,202602,BU04,F07,S008,A04,Scope 2,Electricity,486.6,MWh,0.4729,146.53,92087.18,2874315.71,0.85
E001058,202602,BU04,F07,S019,A05,Scope 2,Purchased energy,959.19,MWh,0.2447,185.88,74397.35,2874315.71,0.93
E001059,202602,BU04,F07,S014,A06,Scope 3,Purchased goods and services,1306.34,USD thousand spend,0.62,1119.96,264552.21,2874315.71,0.96
E001060,202602,BU04,F07,S016,A06,Scope 3,Purchased goods and services,1921.03,USD thousand spend,0.4675,1241.83,660676.21,2874315.71,0.72
E001061,202602,BU04,F07,S022,A08,Scope 3,Business travel,536.91,passenger-km thousand,0.1528,90.4,219375.7,2874315.71,0.91
E001062,202602,BU04,F07,S008,A09,Scope 3,Waste,423.67,tonnes waste,0.5757,216.07,138801.11,2874315.71,0.92
E001063,202602,BU05,F08,S019,A04,Scope 2,Electricity,89.33,MWh,0.5019,35.51,14703.73,2103738.13,0.76
E001064,202602,BU05,F08,S005,A05,Scope 2,Purchased energy,276.97,MWh,0.1932,42.38,48354.31,2103738.13,0.98
E001065,202602,BU05,F08,S004,A08,Scope 3,Business travel,417.42,passenger-km thousand,0.1577,58.31,82557.9,2103738.13,0.9
E001066,202602,BU05,F08,S004,A09,Scope 3,Waste,177.38,tonnes waste,0.4024,63.24,40973.15,2103738.13,0.86
E001067,202603,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1348.83,MWh thermal,0.1678,199.11,123863.63,7834772.49,0.85
E001068,202603,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,48.66,kg refrigerant,1.2922,55.33,5268.3,7834772.49,0.9
E001069,202603,BU01,F01,S017,A04,Scope 2,Electricity,995.52,MWh,0.4745,466.19,175610.78,7834772.49,0.94
E001070,202603,BU01,F01,S003,A06,Scope 3,Purchased goods and services,1593.14,USD thousand spend,0.5737,999.96,1053891.27,7834772.49,0.88
E001071,202603,BU01,F01,S023,A06,Scope 3,Purchased goods and services,1830.16,USD thousand spend,0.5433,1365.29,343409.74,7834772.49,0.96
E001072,202603,BU01,F01,S006,A09,Scope 3,Waste,446.02,tonnes waste,0.5533,269.99,299797.61,7834772.49,0.88
E001073,202603,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,1262.69,kiloliters,2.5014,2779.13,169345.03,5037010.48,0.93
E001074,202603,BU02,F02,S022,A04,Scope 2,Electricity,457.91,MWh,0.4568,164.5,86617.7,5037010.48,0.74
E001075,202603,BU02,F02,S018,A07,Scope 3,Transportation and distribution,1735.32,ton-km thousand,0.154,292.47,413162.27,5037010.48,0.78
E001076,202603,BU02,F02,S016,A07,Scope 3,Transportation and distribution,930.68,ton-km thousand,0.1568,200.38,360101.51,5037010.48,0.87
E001077,202603,BU02,F02,S014,A09,Scope 3,Waste,902.52,tonnes waste,0.4939,611.99,190178.94,5037010.48,0.83
E001078,202603,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,1350.26,kiloliters,3.1784,3776.25,142399.57,5962341.36,0.87
E001079,202603,BU02,F03,S020,A04,Scope 2,Electricity,1601.17,MWh,0.3982,403.06,118190.74,5962341.36,0.92
E001080,202603,BU02,F03,S017,A07,Scope 3,Transportation and distribution,357.45,ton-km thousand,0.1444,70.88,146892.0,5962341.36,0.74
E001081,202603,BU02,F03,S004,A07,Scope 3,Transportation and distribution,571.27,ton-km thousand,0.1564,78.58,254731.78,5962341.36,0.96
E001082,202603,BU02,F03,S009,A09,Scope 3,Waste,1217.2,tonnes waste,0.5332,710.1,289354.43,5962341.36,0.92
E001083,202603,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1228.49,MWh thermal,0.2052,221.77,86104.9,6660546.64,0.77
E001084,202603,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,91.5,kg refrigerant,1.4987,120.66,14991.97,6660546.64,0.9
E001085,202603,BU01,F04,S011,A04,Scope 2,Electricity,2212.88,MWh,0.4657,810.31,200767.5,6660546.64,0.73
E001086,202603,BU01,F04,S008,A06,Scope 3,Purchased goods and services,3723.02,USD thousand spend,0.4839,1584.48,1585246.51,6660546.64,0.81
E001087,202603,BU01,F04,S012,A06,Scope 3,Purchased goods and services,688.22,USD thousand spend,0.514,311.14,353648.88,6660546.64,0.78
E001088,202603,BU01,F04,S023,A09,Scope 3,Waste,1730.6,tonnes waste,0.415,986.06,1038763.64,6660546.64,0.89
E001089,202603,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1524.78,kiloliters,2.7347,3669.07,168257.98,5348113.22,0.83
E001090,202603,BU02,F05,S007,A04,Scope 2,Electricity,549.82,MWh,0.5425,294.37,90547.25,5348113.22,0.71
E001091,202603,BU02,F05,S005,A07,Scope 3,Transportation and distribution,1034.35,ton-km thousand,0.1744,197.33,351542.16,5348113.22,0.82
E001092,202603,BU02,F05,S013,A07,Scope 3,Transportation and distribution,824.08,ton-km thousand,0.1422,128.2,246626.96,5348113.22,0.86
E001093,202603,BU02,F05,S001,A09,Scope 3,Waste,1247.13,tonnes waste,0.4207,573.99,280847.42,5348113.22,0.78
E001094,202603,BU05,F06,S005,A04,Scope 2,Electricity,518.63,MWh,0.4508,183.87,36629.7,2209558.26,0.82
E001095,202603,BU05,F06,S023,A05,Scope 2,Purchased energy,437.98,MWh,0.2242,96.91,48858.6,2209558.26,0.95
E001096,202603,BU05,F06,S020,A08,Scope 3,Business travel,527.0,passenger-km thousand,0.1227,56.85,121910.78,2209558.26,0.97
E001097,202603,BU05,F06,S019,A09,Scope 3,Waste,561.03,tonnes waste,0.446,273.75,223343.04,2209558.26,0.93
E001098,202603,BU04,F07,S023,A04,Scope 2,Electricity,492.15,MWh,0.3792,184.17,79877.53,3105129.13,0.74
E001099,202603,BU04,F07,S002,A05,Scope 2,Purchased energy,799.49,MWh,0.2075,163.67,96831.91,3105129.13,0.88
E001100,202603,BU04,F07,S011,A06,Scope 3,Purchased goods and services,1350.32,USD thousand spend,0.6295,930.03,545511.71,3105129.13,0.71
E001101,202603,BU04,F07,S004,A06,Scope 3,Purchased goods and services,1387.93,USD thousand spend,0.5214,636.54,1016451.05,3105129.13,0.93
E001102,202603,BU04,F07,S012,A08,Scope 3,Business travel,627.49,passenger-km thousand,0.1558,86.0,347543.13,3105129.13,0.92
E001103,202603,BU04,F07,S024,A09,Scope 3,Waste,523.79,tonnes waste,0.5433,250.32,381997.65,3105129.13,0.9
E001104,202603,BU05,F08,S013,A04,Scope 2,Electricity,545.04,MWh,0.4313,184.86,48506.49,2068834.35,0.85
E001105,202603,BU05,F08,S017,A05,Scope 2,Purchased energy,471.03,MWh,0.2191,101.85,32606.09,2068834.35,0.94
E001106,202603,BU05,F08,S004,A08,Scope 3,Business travel,315.15,passenger-km thousand,0.1186,32.87,182953.46,2068834.35,0.87
E001107,202603,BU05,F08,S022,A09,Scope 3,Waste,336.43,tonnes waste,0.5426,199.71,107672.57,2068834.35,0.82
E001108,202604,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1650.49,MWh thermal,0.2205,317.93,132890.71,7795760.68,0.72
E001109,202604,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,45.63,kg refrigerant,1.3152,52.43,8345.19,7795760.68,0.74
E001110,202604,BU01,F01,S003,A04,Scope 2,Electricity,916.34,MWh,0.4191,299.82,72993.23,7795760.68,0.95
E001111,202604,BU01,F01,S022,A06,Scope 3,Purchased goods and services,1831.57,USD thousand spend,0.4578,910.91,852264.64,7795760.68,0.84
E001112,202604,BU01,F01,S008,A06,Scope 3,Purchased goods and services,3299.05,USD thousand spend,0.6161,1774.99,1411926.2,7795760.68,0.89
E001113,202604,BU01,F01,S015,A09,Scope 3,Waste,2160.49,tonnes waste,0.5528,1297.28,659974.58,7795760.68,0.9
E001114,202604,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,1574.84,kiloliters,2.2309,3069.21,184735.4,5033037.38,0.94
E001115,202604,BU02,F02,S024,A04,Scope 2,Electricity,1408.81,MWh,0.512,452.75,263992.69,5033037.38,0.83
E001116,202604,BU02,F02,S005,A07,Scope 3,Transportation and distribution,1795.95,ton-km thousand,0.1682,328.06,1230097.24,5033037.38,0.88
E001117,202604,BU02,F02,S005,A07,Scope 3,Transportation and distribution,677.59,ton-km thousand,0.1346,99.09,277137.73,5033037.38,0.84
E001118,202604,BU02,F02,S001,A09,Scope 3,Waste,1053.0,tonnes waste,0.5326,609.2,407152.65,5033037.38,0.86
E001119,202604,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,1568.88,kiloliters,2.6131,3581.39,142658.93,4911105.76,0.84
E001120,202604,BU02,F03,S004,A04,Scope 2,Electricity,1389.63,MWh,0.4439,387.15,184397.08,4911105.76,0.91
E001121,202604,BU02,F03,S003,A07,Scope 3,Transportation and distribution,1656.72,ton-km thousand,0.1658,298.37,305916.82,4911105.76,0.97
E001122,202604,BU02,F03,S011,A07,Scope 3,Transportation and distribution,937.92,ton-km thousand,0.1578,160.78,420526.2,4911105.76,0.7
E001123,202604,BU02,F03,S016,A09,Scope 3,Waste,515.06,tonnes waste,0.5299,372.06,280710.57,4911105.76,0.82
E001124,202604,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1928.11,MWh thermal,0.1938,326.43,171314.78,6768388.36,0.82
E001125,202604,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,269.38,kg refrigerant,1.2734,299.67,49177.5,6768388.36,0.84
E001126,202604,BU01,F04,S021,A04,Scope 2,Electricity,1998.27,MWh,0.3909,609.8,328657.63,6768388.36,0.78
E001127,202604,BU01,F04,S007,A06,Scope 3,Purchased goods and services,2527.49,USD thousand spend,0.6117,2107.66,396341.73,6768388.36,0.97
E001128,202604,BU01,F04,S018,A06,Scope 3,Purchased goods and services,708.17,USD thousand spend,0.5977,459.78,246414.61,6768388.36,0.82
E001129,202604,BU01,F04,S013,A09,Scope 3,Waste,1163.07,tonnes waste,0.4345,549.0,560612.3,6768388.36,0.73
E001130,202604,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1577.84,kiloliters,2.9917,4123.83,167505.11,6053259.56,0.89
E001131,202604,BU02,F05,S012,A04,Scope 2,Electricity,964.81,MWh,0.471,285.24,85264.7,6053259.56,0.72
E001132,202604,BU02,F05,S010,A07,Scope 3,Transportation and distribution,1041.57,ton-km thousand,0.1429,202.91,327589.86,6053259.56,0.94
E001133,202604,BU02,F05,S008,A07,Scope 3,Transportation and distribution,777.74,ton-km thousand,0.1777,120.69,266874.31,6053259.56,0.91
E001134,202604,BU02,F05,S017,A09,Scope 3,Waste,945.56,tonnes waste,0.5086,655.5,316736.2,6053259.56,0.78
E001135,202604,BU05,F06,S007,A04,Scope 2,Electricity,228.94,MWh,0.4118,92.38,35089.19,1859407.34,0.83
E001136,202604,BU05,F06,S008,A05,Scope 2,Purchased energy,157.57,MWh,0.2499,24.71,13704.22,1859407.34,0.81
E001137,202604,BU05,F06,S016,A08,Scope 3,Business travel,195.74,passenger-km thousand,0.1444,38.53,78161.98,1859407.34,0.94
E001138,202604,BU05,F06,S023,A09,Scope 3,Waste,541.36,tonnes waste,0.4824,356.0,235453.57,1859407.34,0.76
E001139,202604,BU04,F07,S024,A04,Scope 2,Electricity,588.45,MWh,0.4339,160.27,85658.47,3259915.65,0.94
E001140,202604,BU04,F07,S005,A05,Scope 2,Purchased energy,1027.9,MWh,0.1728,138.68,80477.92,3259915.65,0.93
E001141,202604,BU04,F07,S004,A06,Scope 3,Purchased goods and services,2283.51,USD thousand spend,0.537,1070.93,900691.16,3259915.65,0.82
E001142,202604,BU04,F07,S015,A06,Scope 3,Purchased goods and services,399.31,USD thousand spend,0.5004,217.04,273874.91,3259915.65,0.93
E001143,202604,BU04,F07,S013,A08,Scope 3,Business travel,732.91,passenger-km thousand,0.1541,122.68,306049.26,3259915.65,0.83
E001144,202604,BU04,F07,S010,A09,Scope 3,Waste,803.21,tonnes waste,0.4431,485.13,461198.03,3259915.65,0.86
E001145,202604,BU05,F08,S012,A04,Scope 2,Electricity,431.36,MWh,0.4204,113.82,52642.67,1871155.46,0.87
E001146,202604,BU05,F08,S024,A05,Scope 2,Purchased energy,392.5,MWh,0.2189,53.93,51669.65,1871155.46,0.93
E001147,202604,BU05,F08,S024,A08,Scope 3,Business travel,289.21,passenger-km thousand,0.1188,30.01,110529.57,1871155.46,0.71
E001148,202604,BU05,F08,S016,A09,Scope 3,Waste,106.2,tonnes waste,0.406,58.77,86143.26,1871155.46,0.79
E001149,202605,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1424.44,MWh thermal,0.1629,201.21,173575.17,7390107.13,0.81
E001150,202605,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,204.07,kg refrigerant,1.3216,233.9,17966.08,7390107.13,0.86
E001151,202605,BU01,F01,S008,A04,Scope 2,Electricity,1472.28,MWh,0.4922,451.59,247494.94,7390107.13,0.89
E001152,202605,BU01,F01,S005,A06,Scope 3,Purchased goods and services,3270.68,USD thousand spend,0.5593,1972.69,1797865.62,7390107.13,0.72
E001153,202605,BU01,F01,S004,A06,Scope 3,Purchased goods and services,1674.8,USD thousand spend,0.4967,721.19,672977.36,7390107.13,0.96
E001154,202605,BU01,F01,S008,A09,Scope 3,Waste,948.76,tonnes waste,0.4463,367.07,257959.9,7390107.13,0.95
E001155,202605,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,1397.52,kiloliters,2.4643,2986.9,246665.43,5246267.57,0.76
E001156,202605,BU02,F02,S014,A04,Scope 2,Electricity,1149.05,MWh,0.4133,461.91,112411.56,5246267.57,0.97
E001157,202605,BU02,F02,S004,A07,Scope 3,Transportation and distribution,1810.31,ton-km thousand,0.1426,223.8,449332.12,5246267.57,0.8
E001158,202605,BU02,F02,S008,A07,Scope 3,Transportation and distribution,1043.59,ton-km thousand,0.1394,126.11,352170.23,5246267.57,0.84
E001159,202605,BU02,F02,S002,A09,Scope 3,Waste,666.3,tonnes waste,0.4415,398.13,529229.62,5246267.57,0.85
E001160,202605,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,1080.63,kiloliters,2.5838,2421.65,123926.52,5864215.26,0.9
E001161,202605,BU02,F03,S012,A04,Scope 2,Electricity,1831.87,MWh,0.3876,442.48,313547.54,5864215.26,0.75
E001162,202605,BU02,F03,S008,A07,Scope 3,Transportation and distribution,1289.87,ton-km thousand,0.165,184.49,252269.26,5864215.26,0.71
E001163,202605,BU02,F03,S015,A07,Scope 3,Transportation and distribution,1252.01,ton-km thousand,0.1667,225.07,455058.42,5864215.26,0.78
E001164,202605,BU02,F03,S001,A09,Scope 3,Waste,903.71,tonnes waste,0.5442,530.36,399485.02,5864215.26,0.78
E001165,202605,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,397.89,MWh thermal,0.1828,63.07,40361.34,7715279.29,0.8
E001166,202605,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,95.73,kg refrigerant,1.4552,120.82,13314.63,7715279.29,0.88
E001167,202605,BU01,F04,S016,A04,Scope 2,Electricity,699.45,MWh,0.387,263.32,106397.28,7715279.29,0.78
E001168,202605,BU01,F04,S020,A06,Scope 3,Purchased goods and services,1280.34,USD thousand spend,0.455,505.05,502633.66,7715279.29,0.8
E001169,202605,BU01,F04,S002,A06,Scope 3,Purchased goods and services,1907.41,USD thousand spend,0.4553,1175.34,667625.28,7715279.29,0.75
E001170,202605,BU01,F04,S022,A09,Scope 3,Waste,1392.02,tonnes waste,0.5835,875.98,731763.88,7715279.29,0.94
E001171,202605,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1455.15,kiloliters,2.4158,3048.81,236469.27,5056772.32,0.98
E001172,202605,BU02,F05,S019,A04,Scope 2,Electricity,1524.53,MWh,0.5344,631.5,189405.38,5056772.32,0.94
E001173,202605,BU02,F05,S011,A07,Scope 3,Transportation and distribution,740.12,ton-km thousand,0.1632,130.27,315383.47,5056772.32,0.7
E001174,202605,BU02,F05,S001,A07,Scope 3,Transportation and distribution,861.23,ton-km thousand,0.1728,160.51,358057.87,5056772.32,0.84
E001175,202605,BU02,F05,S003,A09,Scope 3,Waste,555.42,tonnes waste,0.5488,328.69,214221.58,5056772.32,0.93
E001176,202605,BU05,F06,S019,A04,Scope 2,Electricity,211.5,MWh,0.4535,74.35,30350.86,2154377.5,0.83
E001177,202605,BU05,F06,S003,A05,Scope 2,Purchased energy,228.62,MWh,0.1802,31.93,18520.21,2154377.5,0.77
E001178,202605,BU05,F06,S021,A08,Scope 3,Business travel,110.74,passenger-km thousand,0.1356,16.2,39460.1,2154377.5,0.96
E001179,202605,BU05,F06,S017,A09,Scope 3,Waste,94.74,tonnes waste,0.4315,55.33,26595.44,2154377.5,0.83
E001180,202605,BU04,F07,S002,A04,Scope 2,Electricity,568.83,MWh,0.5582,308.83,51981.44,3135187.71,0.78
E001181,202605,BU04,F07,S001,A05,Scope 2,Purchased energy,377.36,MWh,0.195,57.03,65255.98,3135187.71,0.78
E001182,202605,BU04,F07,S012,A06,Scope 3,Purchased goods and services,1123.86,USD thousand spend,0.6289,612.77,521497.97,3135187.71,0.86
E001183,202605,BU04,F07,S006,A06,Scope 3,Purchased goods and services,1417.21,USD thousand spend,0.4578,699.74,706350.43,3135187.71,0.85
E001184,202605,BU04,F07,S009,A08,Scope 3,Business travel,679.58,passenger-km thousand,0.1437,105.29,305066.6,3135187.71,0.86
E001185,202605,BU04,F07,S024,A09,Scope 3,Waste,709.47,tonnes waste,0.5074,312.07,166867.43,3135187.71,0.75
E001186,202605,BU05,F08,S012,A04,Scope 2,Electricity,441.26,MWh,0.5495,151.1,49173.52,1988323.31,0.94
E001187,202605,BU05,F08,S019,A05,Scope 2,Purchased energy,181.94,MWh,0.1849,26.08,16916.38,1988323.31,0.89
E001188,202605,BU05,F08,S023,A08,Scope 3,Business travel,339.73,passenger-km thousand,0.1132,52.03,167143.58,1988323.31,0.78
E001189,202605,BU05,F08,S005,A09,Scope 3,Waste,454.72,tonnes waste,0.4362,213.93,118339.03,1988323.31,0.86
