AlertKey,TransactionKey,DateKey,AlertDateKey,CustomerKey,RuleKey,CorridorKey,ChannelKey,ProductKey,AlertAmountUSD,RiskScore,Severity,AlertStatus,IsFalsePositive,IsTruePositive,EscalatedToCase,CaseKey,ClosedDateKey,HoursToDisposition
AL001254,T0006581,20250706,20250708,C0026,R002,COR004,CH006,PR006,12000.0,99,Critical,SAR Filed,N,Y,Y,CA001254,20250716.0,198.0
AL001255,T0006585,20260203,20260204,C0044,R005,COR009,CH008,PR001,267805.42,83,High,SAR Filed,N,Y,Y,CA001255,20260217.0,314.0
AL001256,T0006591,20250628,20250628,C0118,R008,COR004,CH007,PR002,17503.46,79,High,In Review,Y,N,N,,,
AL001257,T0006592,20260319,20260319,C0051,R009,COR008,CH005,PR005,28178.7,77,High,New,Y,N,N,,,
AL001258,T0006602,20260227,20260228,C0094,R001,COR010,CH008,PR006,148000.0,91,Critical,SAR Filed,N,Y,Y,CA001258,20260308.0,205.0
AL001259,T0006603,20250422,20250424,C0022,R002,COR010,CH003,PR003,13000.0,86,High,Closed True Positive,N,Y,N,,20250508.0,337.0
AL001260,T0006606,20250918,20250918,C0038,R010,COR009,CH003,PR003,26317.49,76,High,SAR Filed,N,Y,Y,CA001260,20250928.0,244.0
AL001261,T0006609,20250701,20250702,C0037,R003,COR001,CH001,PR008,119283.91,52,Low,In Review,N,Y,Y,CA001261,,
AL001262,T0006610,20251108,20251108,C0124,R005,COR011,CH005,PR004,18334.29,86,High,Closed True Positive,N,Y,N,,20251112.0,97.0
AL001263,T0006613,20260222,20260222,C0088,R004,COR008,CH001,PR005,3700.62,72,Medium,Closed False Positive,Y,N,N,,20260302.0,199.0
AL001264,T0006617,20260407,20260408,C0087,R002,COR006,CH008,PR002,8873.21,91,Critical,SAR Filed,N,Y,Y,CA001264,20260420.0,295.0
AL001265,T0006624,20250428,20250430,C0145,R001,COR006,CH006,PR004,21733.07,67,Medium,Escalated,N,Y,Y,CA001265,,
AL001266,T0006636,20250630,20250630,C0133,R009,COR003,CH008,PR006,35768.12,82,High,In Review,N,Y,N,,,
AL001267,T0006642,20250204,20250205,C0086,R001,COR009,CH004,PR004,37000.0,91,Critical,Escalated,Y,N,Y,CA001267,,
AL001268,T0006646,20251104,20251104,C0062,R006,COR006,CH003,PR005,2396.64,77,High,New,Y,N,N,,,
AL001269,T0006647,20250123,20250125,C0091,R005,COR007,CH008,PR008,34000.0,87,High,Escalated,N,Y,Y,CA001269,,
AL001270,T0006658,20260227,20260228,C0056,R003,COR006,CH007,PR007,29703.93,70,Medium,In Review,N,Y,N,,,
AL001271,T0006661,20260223,20260223,C0131,R005,COR004,CH007,PR007,319998.96,74,High,In Review,N,Y,N,,,
AL001272,T0006672,20250329,20250331,C0021,R003,COR010,CH002,PR005,46586.46,97,Critical,SAR Filed,N,Y,Y,CA001272,20250405.0,135.0
AL001273,T0006681,20250409,20250411,C0042,R004,COR003,CH003,PR001,18000.0,74,High,Closed False Positive,Y,N,N,,20250420.0,228.0
AL001274,T0006685,20250904,20250905,C0076,R003,COR001,CH005,PR002,29598.35,74,High,Closed False Positive,Y,N,N,,20250918.0,325.0
AL001275,T0006695,20250324,20250326,C0120,R005,COR009,CH005,PR005,1239.45,70,Medium,Closed True Positive,N,Y,N,,20250409.0,350.0
AL001276,T0006699,20250907,20250909,C0038,R009,COR007,CH006,PR003,370343.42,92,Critical,SAR Filed,N,Y,Y,CA001276,20250915.0,154.0
AL001277,T0006701,20250716,20250718,C0110,R001,COR003,CH008,PR005,17457.84,90,Critical,In Review,Y,N,Y,CA001277,,
AL001278,T0006702,20260425,20260426,C0141,R003,COR011,CH002,PR008,67702.85,89,Critical,In Review,Y,N,Y,CA001278,,
AL001279,T0006709,20251010,20251012,C0032,R003,COR007,CH007,PR006,74000.0,86,High,Closed False Positive,Y,N,N,,20251020.0,195.0
AL001280,T0006712,20250112,20250112,C0136,R001,COR005,CH004,PR008,17000.0,65,Medium,Closed False Positive,Y,N,N,,20250114.0,54.0
AL001281,T0006727,20250508,20250508,C0063,R010,COR011,CH004,PR008,2022.29,78,High,Escalated,N,Y,Y,CA001281,,
AL001282,T0006729,20250602,20250603,C0057,R009,COR009,CH008,PR005,243409.58,89,Critical,Closed True Positive,Y,N,Y,CA001282,20250606.0,83.0
AL001283,T0006730,20250128,20250130,C0009,R001,COR007,CH006,PR006,231172.78,79,High,SAR Filed,N,Y,Y,CA001283,20250206.0,174.0
AL001284,T0006732,20250129,20250130,C0098,R009,COR004,CH003,PR006,30812.06,71,Medium,Closed True Positive,N,Y,N,,20250210.0,278.0
AL001285,T0006735,20260127,20260129,C0046,R009,COR010,CH003,PR001,25627.18,72,Medium,Closed False Positive,Y,N,N,,20260208.0,252.0
AL001286,T0006739,20260520,20260521,C0101,R002,COR005,CH008,PR004,145000.0,88,Critical,SAR Filed,N,Y,Y,CA001286,20260522.0,34.0
AL001287,T0006740,20250731,20250801,C0035,R001,COR003,CH002,PR006,135196.7,81,High,SAR Filed,N,Y,Y,CA001287,20250804.0,76.0
AL001288,T0006746,20250202,20250204,C0025,R001,COR005,CH002,PR001,32914.41,77,High,Closed True Positive,N,Y,N,,20250208.0,106.0
AL001289,T0006749,20251206,20251208,C0115,R002,COR005,CH002,PR006,2769.64,72,Medium,Closed False Positive,Y,N,N,,20251213.0,129.0
AL001290,T0006756,20251107,20251107,C0044,R009,COR001,CH002,PR002,68000.0,99,Critical,SAR Filed,N,Y,Y,CA001290,20251114.0,180.0
AL001291,T0006762,20250303,20250304,C0084,R010,COR003,CH006,PR001,22577.12,66,Medium,New,Y,N,N,,,
AL001292,T0006764,20250824,20250824,C0151,R001,COR006,CH003,PR006,5218.38,71,Medium,Closed False Positive,Y,N,N,,20250906.0,322.0
AL001293,T0006766,20250912,20250912,C0148,R002,COR011,CH002,PR006,163781.33,91,Critical,SAR Filed,N,Y,Y,CA001293,20250914.0,56.0
AL001294,T0006769,20250505,20250507,C0070,R005,COR001,CH003,PR004,61108.65,71,Medium,Closed False Positive,Y,N,N,,20250510.0,77.0
AL001295,T0006773,20260502,20260502,C0143,R004,COR003,CH008,PR008,5919.3,68,Medium,In Review,Y,N,N,,,
AL001296,T0006775,20260417,20260417,C0100,R010,COR012,CH004,PR002,126237.5,70,Medium,In Review,N,Y,Y,CA001296,,
AL001297,T0006777,20250423,20250424,C0003,R005,COR008,CH005,PR004,15277.24,94,Critical,SAR Filed,N,Y,Y,CA001297,20250507.0,320.0
AL001298,T0006780,20250113,20250113,C0029,R003,COR003,CH002,PR001,48926.65,82,High,Escalated,N,Y,Y,CA001298,,
AL001299,T0006784,20260313,20260313,C0021,R004,COR007,CH001,PR007,5169.25,86,High,In Review,Y,N,N,,,
AL001300,T0006786,20250221,20250222,C0021,R001,COR001,CH005,PR005,4706.69,76,High,In Review,Y,N,N,,,
AL001301,T0006789,20250713,20250715,C0166,R005,COR006,CH005,PR003,7983.27,82,High,Closed False Positive,Y,N,N,,20250726.0,267.0
AL001302,T0006793,20251108,20251108,C0145,R001,COR006,CH007,PR007,14000.0,85,High,SAR Filed,N,Y,Y,CA001302,20251118.0,245.0
AL001303,T0006801,20251119,20251119,C0172,R009,COR001,CH005,PR007,13000.0,81,High,New,Y,N,N,,,
AL001304,T0006806,20251031,20251101,C0101,R009,COR002,CH008,PR002,71933.45,86,High,SAR Filed,N,Y,Y,CA001304,20251116.0,362.0
AL001305,T0006812,20251216,20251217,C0170,R009,COR004,CH007,PR007,27729.78,74,High,Closed True Positive,N,Y,N,,20251226.0,229.0
AL001306,T0006814,20251030,20251030,C0116,R008,COR008,CH006,PR003,39973.61,93,Critical,SAR Filed,N,Y,Y,CA001306,20251111.0,302.0
AL001307,T0006824,20260212,20260213,C0132,R003,COR007,CH002,PR003,211000.0,99,Critical,SAR Filed,N,Y,Y,CA001307,20260217.0,101.0
AL001308,T0006825,20260126,20260126,C0157,R003,COR011,CH004,PR002,598000.0,99,Critical,Escalated,N,Y,Y,CA001308,,
AL001309,T0006826,20250727,20250727,C0067,R006,COR006,CH003,PR001,9908.89,82,High,In Review,Y,N,N,,,
AL001310,T0006827,20250620,20250622,C0097,R007,COR002,CH002,PR008,115000.0,99,Critical,Escalated,N,Y,Y,CA001310,,
AL001311,T0006831,20260405,20260407,C0082,R003,COR011,CH008,PR004,44921.23,81,High,SAR Filed,N,Y,Y,CA001311,20260410.0,73.0
AL001312,T0006837,20250129,20250130,C0108,R003,COR007,CH004,PR003,1522.44,72,Medium,Escalated,N,Y,Y,CA001312,,
AL001313,T0006840,20260412,20260412,C0064,R003,COR007,CH007,PR004,253092.34,89,Critical,SAR Filed,N,Y,Y,CA001313,20260424.0,302.0
AL001314,T0006844,20251224,20251225,C0006,R003,COR006,CH001,PR006,5991.12,69,Medium,Closed False Positive,Y,N,N,,20251227.0,56.0
AL001315,T0006852,20250830,20250831,C0126,R005,COR012,CH003,PR006,827.96,63,Medium,In Review,Y,N,N,,,
AL001316,T0006853,20251202,20251203,C0144,R009,COR009,CH008,PR007,12781.86,92,Critical,SAR Filed,N,Y,Y,CA001316,20251210.0,183.0
AL001317,T0006861,20250914,20250915,C0180,R010,COR011,CH004,PR003,10414.25,85,High,SAR Filed,N,Y,Y,CA001317,20250919.0,100.0
AL001318,T0006867,20260309,20260311,C0050,R007,COR003,CH004,PR001,25436.38,45,Low,Closed True Positive,N,Y,N,,20260321.0,246.0
AL001319,T0006869,20250331,20250401,C0013,R008,COR006,CH004,PR002,12252.98,82,High,In Review,Y,N,N,,,
AL001320,T0006872,20250919,20250921,C0087,R004,COR002,CH001,PR002,20212.42,82,High,Closed True Positive,N,Y,N,,20250929.0,201.0
AL001321,T0006876,20251201,20251203,C0023,R002,COR006,CH007,PR004,19000.0,77,High,In Review,N,Y,Y,CA001321,,
AL001322,T0006883,20260419,20260420,C0141,R002,COR001,CH004,PR003,12326.1,83,High,In Review,Y,N,N,,,
AL001323,T0006886,20251004,20251004,C0094,R001,COR008,CH008,PR006,130446.08,94,Critical,SAR Filed,N,Y,Y,CA001323,20251011.0,182.0
AL001324,T0006899,20260509,20260510,C0140,R003,COR002,CH006,PR003,232000.0,80,High,SAR Filed,N,Y,Y,CA001324,20260515.0,127.0
AL001325,T0006900,20250424,20250426,C0032,R001,COR004,CH002,PR003,111022.81,89,Critical,Escalated,Y,N,Y,CA001325,,
AL001326,T0006903,20260309,20260311,C0095,R009,COR011,CH008,PR008,56664.32,85,High,Closed False Positive,Y,N,N,,20260312.0,35.0
AL001327,T0006910,20251116,20251118,C0087,R002,COR006,CH006,PR001,17000.0,94,Critical,Escalated,N,Y,Y,CA001327,,
AL001328,T0006911,20251220,20251220,C0133,R004,COR001,CH005,PR007,5552.92,82,High,In Review,N,Y,N,,,
AL001329,T0006913,20251228,20251230,C0110,R008,COR011,CH005,PR004,5603.71,79,High,Closed False Positive,Y,N,N,,20260105.0,146.0
AL001330,T0006915,20260426,20260427,C0130,R001,COR006,CH007,PR006,86804.91,75,High,In Review,N,Y,N,,,
AL001331,T0006919,20260417,20260417,C0011,R002,COR011,CH006,PR005,176000.0,99,Critical,SAR Filed,N,Y,Y,CA001331,20260424.0,172.0
AL001332,T0006920,20250802,20250804,C0077,R003,COR011,CH001,PR003,16000.0,87,High,In Review,Y,N,N,,,
AL001333,T0006923,20260416,20260418,C0007,R003,COR002,CH007,PR001,7995.27,75,High,Closed False Positive,Y,N,N,,20260424.0,159.0
AL001334,T0006927,20260510,20260510,C0024,R007,COR010,CH006,PR008,18092.27,82,High,Closed False Positive,Y,N,N,,20260521.0,279.0
AL001335,T0006928,20250828,20250828,C0172,R009,COR010,CH008,PR005,4160.22,81,High,In Review,Y,N,N,,,
AL001336,T0006931,20250209,20250209,C0005,R004,COR012,CH004,PR003,41932.75,70,Medium,Closed False Positive,Y,N,N,,20250210.0,38.0
AL001337,T0006937,20260125,20260125,C0106,R001,COR004,CH006,PR005,5156.6,56,Low,Closed False Positive,Y,N,N,,20260203.0,221.0
AL001338,T0006943,20260113,20260114,C0146,R008,COR006,CH008,PR002,78975.23,99,Critical,Escalated,N,Y,Y,CA001338,,
AL001339,T0006944,20250701,20250701,C0087,R002,COR008,CH005,PR003,32000.0,88,Critical,Escalated,Y,N,Y,CA001339,,
AL001340,T0006949,20250131,20250131,C0043,R006,COR012,CH008,PR008,30070.59,80,High,In Review,Y,N,N,,,
AL001341,T0006950,20251003,20251003,C0097,R008,COR009,CH006,PR008,48378.13,99,Critical,SAR Filed,N,Y,Y,CA001341,20251011.0,196.0
AL001342,T0006954,20260505,20260505,C0056,R003,COR011,CH001,PR001,35684.05,81,High,Closed False Positive,Y,N,N,,20260508.0,87.0
AL001343,T0006974,20260312,20260312,C0026,R003,COR006,CH007,PR001,6028.1,88,Critical,In Review,Y,N,Y,CA001343,,
AL001344,T0006978,20250118,20250120,C0078,R001,COR001,CH004,PR001,3239.37,70,Medium,Closed False Positive,Y,N,N,,20250131.0,269.0
AL001345,T0006984,20260120,20260120,C0120,R008,COR009,CH004,PR007,10311.41,78,High,Closed True Positive,N,Y,N,,20260130.0,247.0
AL001346,T0006986,20260501,20260502,C0111,R001,COR002,CH003,PR003,212986.85,75,High,Escalated,N,Y,Y,CA001346,,
AL001347,T0006989,20250628,20250630,C0051,R005,COR011,CH008,PR002,16138.84,87,High,Closed False Positive,Y,N,N,,20250710.0,245.0
AL001348,T0006992,20260112,20260112,C0056,R005,COR002,CH006,PR006,37000.0,87,High,SAR Filed,N,Y,Y,CA001348,20260117.0,129.0
AL001349,T0006995,20250625,20250625,C0112,R009,COR011,CH008,PR003,26219.56,96,Critical,SAR Filed,N,Y,Y,CA001349,20250627.0,53.0
AL001350,T0007000,20251129,20251201,C0081,R001,COR010,CH004,PR002,11672.37,89,Critical,SAR Filed,N,Y,Y,CA001350,20251203.0,62.0
AL001351,T0007015,20260505,20260505,C0099,R004,COR011,CH004,PR005,9666.17,82,High,Closed False Positive,Y,N,N,,20260512.0,182.0
AL001352,T0007019,20260508,20260508,C0162,R001,COR010,CH008,PR002,49476.3,94,Critical,SAR Filed,N,Y,Y,CA001352,20260517.0,220.0
AL001353,T0007027,20260519,20260521,C0166,R004,COR008,CH005,PR004,866.76,62,Medium,In Review,N,Y,Y,CA001353,,
AL001354,T0007036,20250201,20250201,C0155,R005,COR009,CH004,PR005,59644.08,91,Critical,Escalated,N,Y,Y,CA001354,,
AL001355,T0007037,20250810,20250811,C0166,R010,COR007,CH007,PR003,126084.88,72,Medium,Escalated,N,Y,Y,CA001355,,
AL001356,T0007042,20250916,20250917,C0019,R005,COR003,CH006,PR008,132904.53,94,Critical,SAR Filed,N,Y,Y,CA001356,20250924.0,175.0
AL001357,T0007045,20250301,20250302,C0120,R009,COR005,CH008,PR008,180255.15,88,Critical,In Review,Y,N,Y,CA001357,,
AL001358,T0007046,20260509,20260511,C0056,R001,COR009,CH004,PR004,15000.0,74,High,Escalated,N,Y,Y,CA001358,,
AL001359,T0007048,20250930,20251002,C0100,R008,COR006,CH004,PR007,16876.43,83,High,SAR Filed,N,Y,Y,CA001359,20251007.0,130.0
AL001360,T0007049,20260319,20260321,C0108,R001,COR009,CH005,PR004,15000.0,69,Medium,New,Y,N,N,,,
AL001361,T0007057,20250826,20250828,C0143,R009,COR003,CH008,PR005,4207.59,73,Medium,In Review,Y,N,N,,,
AL001362,T0007065,20260506,20260508,C0083,R003,COR007,CH005,PR003,30852.92,92,Critical,SAR Filed,N,Y,Y,CA001362,20260509.0,28.0
AL001363,T0007073,20260124,20260126,C0021,R005,COR012,CH007,PR006,9728.34,77,High,Closed False Positive,Y,N,N,,20260202.0,179.0
AL001364,T0007087,20260408,20260408,C0154,R001,COR007,CH007,PR007,9000.0,89,Critical,SAR Filed,N,Y,Y,CA001364,20260423.0,361.0
AL001365,T0007094,20260417,20260418,C0003,R002,COR007,CH003,PR006,5412.68,93,Critical,SAR Filed,N,Y,Y,CA001365,20260423.0,129.0
AL001366,T0007099,20250223,20250223,C0072,R005,COR011,CH005,PR006,6760.81,80,High,Closed True Positive,N,Y,N,,20250302.0,170.0
AL001367,T0007102,20250210,20250211,C0069,R002,COR003,CH007,PR005,1578000.0,90,Critical,Escalated,N,Y,Y,CA001367,,
AL001368,T0007106,20260422,20260423,C0062,R005,COR003,CH007,PR003,10000.0,73,Medium,Closed False Positive,Y,N,N,,20260508.0,363.0
AL001369,T0007109,20251213,20251214,C0115,R008,COR003,CH006,PR001,74586.4,78,High,Closed False Positive,Y,N,N,,20251219.0,123.0
AL001370,T0007112,20251213,20251213,C0056,R006,COR008,CH006,PR005,677370.7,90,Critical,Escalated,N,Y,Y,CA001370,,
AL001371,T0007121,20260516,20260517,C0100,R005,COR010,CH005,PR001,16445.26,87,High,In Review,N,Y,N,,,
AL001372,T0007122,20250518,20250519,C0058,R010,COR012,CH007,PR006,10385.86,70,Medium,Closed False Positive,Y,N,N,,20250521.0,55.0
AL001373,T0007124,20251109,20251109,C0162,R010,COR003,CH003,PR007,281179.1,99,Critical,SAR Filed,N,Y,Y,CA001373,20251120.0,272.0
AL001374,T0007125,20260524,20260525,C0063,R005,COR010,CH005,PR002,17660.34,77,High,In Review,N,Y,N,,,
AL001375,T0007141,20260201,20260201,C0141,R008,COR003,CH004,PR003,9169.57,96,Critical,SAR Filed,N,Y,Y,CA001375,20260210.0,219.0
AL001376,T0007153,20260525,20260525,C0013,R008,COR010,CH005,PR008,40806.93,69,Medium,Closed False Positive,Y,N,N,,20260531.0,158.0
AL001377,T0007162,20260104,20260105,C0012,R010,COR007,CH004,PR003,14000.0,83,High,SAR Filed,N,Y,Y,CA001377,20260107.0,61.0
AL001378,T0007175,20250223,20250224,C0015,R006,COR012,CH004,PR001,1883.37,66,Medium,Escalated,N,Y,Y,CA001378,,
AL001379,T0007180,20250423,20250425,C0131,R004,COR001,CH004,PR001,9604.36,81,High,Escalated,N,Y,Y,CA001379,,
AL001380,T0007181,20260531,20260531,C0111,R003,COR006,CH005,PR008,80766.46,93,Critical,SAR Filed,N,Y,Y,CA001380,20260601.0,36.0
AL001381,T0007190,20251112,20251112,C0170,R005,COR008,CH005,PR002,180616.13,71,Medium,In Review,N,Y,Y,CA001381,,
AL001382,T0007193,20250518,20250520,C0017,R002,COR012,CH001,PR003,21575.76,64,Medium,Closed False Positive,Y,N,N,,20250527.0,176.0
AL001383,T0007194,20260405,20260407,C0115,R001,COR005,CH002,PR005,70699.82,65,Medium,Closed False Positive,Y,N,N,,20260422.0,371.0
AL001384,T0007200,20250816,20250816,C0090,R008,COR012,CH008,PR001,63001.34,63,Medium,Closed False Positive,Y,N,N,,20250817.0,32.0
AL001385,T0007206,20250622,20250623,C0080,R010,COR001,CH001,PR003,3422.03,66,Medium,Escalated,N,Y,Y,CA001385,,
AL001386,T0007209,20250715,20250715,C0131,R007,COR006,CH001,PR005,8000.0,90,Critical,SAR Filed,N,Y,Y,CA001386,20250729.0,337.0
AL001387,T0007211,20260422,20260424,C0157,R003,COR005,CH008,PR006,16491.14,78,High,SAR Filed,N,Y,Y,CA001387,20260430.0,150.0
AL001388,T0007222,20260209,20260210,C0041,R001,COR008,CH007,PR003,58466.61,86,High,New,Y,N,N,,,
AL001389,T0007224,20250824,20250824,C0103,R002,COR007,CH005,PR001,4786.77,70,Medium,In Review,N,Y,Y,CA001389,,
AL001390,T0007225,20260309,20260310,C0175,R004,COR008,CH006,PR007,272048.35,93,Critical,SAR Filed,N,Y,Y,CA001390,20260325.0,368.0
AL001391,T0007228,20250919,20250920,C0027,R001,COR006,CH001,PR002,10021.33,89,Critical,SAR Filed,N,Y,Y,CA001391,20251004.0,340.0
AL001392,T0007229,20251010,20251012,C0019,R002,COR012,CH002,PR003,28232.78,86,High,Closed False Positive,Y,N,N,,20251015.0,74.0
AL001393,T0007235,20260124,20260125,C0094,R006,COR012,CH001,PR004,7395.8,66,Medium,Closed False Positive,Y,N,N,,20260204.0,244.0
AL001394,T0007244,20251209,20251209,C0005,R001,COR010,CH004,PR006,51000.0,75,High,In Review,Y,N,N,,,
AL001395,T0007262,20251110,20251111,C0097,R006,COR007,CH002,PR004,139000.0,99,Critical,Closed True Positive,Y,N,Y,CA001395,20251121.0,243.0
AL001396,T0007263,20250605,20250605,C0163,R007,COR012,CH003,PR006,24744.43,80,High,Closed False Positive,Y,N,N,,20250612.0,171.0
AL001397,T0007264,20260505,20260506,C0120,R007,COR008,CH003,PR004,19285.4,80,High,Closed False Positive,Y,N,N,,20260521.0,362.0
AL001398,T0007268,20251221,20251223,C0102,R006,COR002,CH001,PR007,4141.8,77,High,Closed True Positive,N,Y,N,,20260101.0,222.0
AL001399,T0007274,20260316,20260318,C0158,R006,COR003,CH007,PR001,169609.56,86,High,Closed False Positive,Y,N,N,,20260320.0,56.0
AL001400,T0007279,20251031,20251031,C0121,R005,COR003,CH005,PR004,124517.13,78,High,In Review,N,Y,N,,,
AL001401,T0007281,20250519,20250519,C0154,R010,COR006,CH001,PR004,6055.38,75,High,In Review,N,Y,N,,,
AL001402,T0007285,20250315,20250315,C0065,R001,COR002,CH003,PR007,2552.21,83,High,Closed True Positive,N,Y,N,,20250325.0,241.0
AL001403,T0007286,20260109,20260111,C0103,R005,COR007,CH001,PR007,5491.4,86,High,SAR Filed,N,Y,Y,CA001403,20260113.0,54.0
AL001404,T0007296,20250419,20250420,C0002,R006,COR011,CH003,PR006,12886.69,81,High,In Review,N,Y,N,,,
AL001405,T0007298,20251005,20251006,C0126,R006,COR007,CH002,PR008,16087.56,75,High,In Review,N,Y,N,,,
AL001406,T0007301,20260521,20260523,C0015,R001,COR008,CH005,PR006,22004.06,77,High,SAR Filed,N,Y,Y,CA001406,20260607.0,369.0
AL001407,T0007304,20250520,20250520,C0144,R003,COR012,CH006,PR008,124014.64,80,High,Closed False Positive,Y,N,N,,20250601.0,299.0
AL001408,T0007312,20251206,20251206,C0007,R010,COR011,CH007,PR006,51449.49,99,Critical,Escalated,Y,N,Y,CA001408,,
AL001409,T0007314,20260416,20260418,C0133,R006,COR006,CH004,PR006,31973.27,92,Critical,Escalated,N,Y,Y,CA001409,,
AL001410,T0007318,20250802,20250802,C0044,R008,COR007,CH001,PR007,71336.73,85,High,SAR Filed,N,Y,Y,CA001410,20250817.0,373.0
AL001411,T0007321,20250801,20250802,C0115,R002,COR008,CH004,PR008,17822.2,80,High,Closed False Positive,Y,N,N,,20250806.0,98.0
AL001412,T0007323,20260417,20260418,C0071,R004,COR003,CH004,PR007,9860.87,90,Critical,Escalated,N,Y,Y,CA001412,,
AL001413,T0007328,20250113,20250114,C0179,R002,COR009,CH003,PR006,5469.12,70,Medium,Escalated,N,Y,Y,CA001413,,
AL001414,T0007338,20251224,20251225,C0121,R002,COR003,CH001,PR006,39850.15,72,Medium,Closed True Positive,N,Y,Y,CA001414,20260106.0,291.0
AL001415,T0007346,20251221,20251221,C0127,R008,COR004,CH005,PR004,1633.81,85,High,Closed True Positive,N,Y,N,,20260103.0,325.0
AL001416,T0007350,20250417,20250417,C0148,R009,COR010,CH002,PR006,32000.0,90,Critical,SAR Filed,N,Y,Y,CA001416,20250426.0,220.0
AL001417,T0007353,20251202,20251203,C0098,R009,COR003,CH001,PR001,7426.67,69,Medium,In Review,Y,N,N,,,
AL001418,T0007364,20260324,20260326,C0125,R007,COR009,CH001,PR003,9497.06,76,High,In Review,N,Y,N,,,
AL001419,T0007369,20250306,20250306,C0007,R001,COR009,CH008,PR002,64702.62,99,Critical,Escalated,Y,N,Y,CA001419,,
AL001420,T0007372,20251015,20251017,C0161,R007,COR002,CH001,PR007,52594.26,75,High,In Review,N,Y,Y,CA001420,,
AL001421,T0007379,20250523,20250524,C0045,R007,COR007,CH005,PR005,31000.0,90,Critical,Escalated,N,Y,Y,CA001421,,
AL001422,T0007398,20250703,20250704,C0066,R005,COR012,CH005,PR004,4443.49,72,Medium,Closed False Positive,Y,N,N,,20250718.0,347.0
AL001423,T0007400,20260509,20260509,C0169,R006,COR004,CH006,PR002,1683648.82,99,Critical,Closed True Positive,Y,N,Y,CA001423,20260518.0,225.0
AL001424,T0007402,20251229,20251230,C0111,R005,COR004,CH005,PR001,45000.0,99,Critical,Closed True Positive,Y,N,Y,CA001424,20251231.0,38.0
AL001425,T0007405,20260316,20260318,C0099,R003,COR007,CH004,PR008,4322.56,91,Critical,Escalated,N,Y,Y,CA001425,,
AL001426,T0007410,20250604,20250604,C0113,R010,COR009,CH008,PR006,56000.0,85,High,Escalated,N,Y,Y,CA001426,,
AL001427,T0007411,20250423,20250424,C0056,R003,COR011,CH008,PR005,110979.88,81,High,Closed False Positive,Y,N,N,,20250501.0,175.0
AL001428,T0007417,20250302,20250302,C0118,R009,COR011,CH004,PR002,57928.56,99,Critical,SAR Filed,N,Y,Y,CA001428,20250316.0,339.0
AL001429,T0007421,20251126,20251127,C0011,R001,COR009,CH004,PR007,16614.55,77,High,Closed True Positive,N,Y,N,,20251201.0,109.0
AL001430,T0007430,20250303,20250304,C0006,R008,COR009,CH007,PR002,52361.41,70,Medium,In Review,Y,N,N,,,
AL001431,T0007437,20250422,20250422,C0028,R004,COR012,CH006,PR006,31283.29,82,High,SAR Filed,N,Y,Y,CA001431,20250425.0,80.0
AL001432,T0007441,20251216,20251216,C0090,R009,COR010,CH008,PR001,646025.95,81,High,Closed False Positive,Y,N,N,,20251229.0,319.0
AL001433,T0007442,20250424,20250425,C0028,R009,COR010,CH004,PR007,311738.67,90,Critical,SAR Filed,N,Y,Y,CA001433,20250504.0,226.0
