CaseKey,AlertKey,CreatedDateKey,ClosedDateKey,CustomerKey,RuleKey,CorridorKey,AnalystKey,CasePriority,CaseStatus,Outcome,SARFiled,SLAHours,AgeDays,HoursToClose,IsOverdue,CaseAmountUSD
CA001618,AL001618,20250822,,C0145,R008,COR006,A008,P1,In Review,Pending,N,24,3,,Y,37004.39
CA001619,AL001619,20260515,20260517.0,C0051,R006,COR008,A005,P3,Closed,Confirmed Suspicious,N,96,3,63.0,N,48417.86
CA001620,AL001620,20250909,20250909.0,C0141,R005,COR006,A004,P2,SAR Filed,SAR Filed,Y,48,1,14.0,N,2630.86
CA001623,AL001623,20260221,20260221.0,C0028,R001,COR012,A006,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,196896.36
CA001627,AL001627,20260127,20260127.0,C0090,R010,COR011,A004,P2,SAR Filed,SAR Filed,Y,48,1,20.0,N,23894.89
CA001629,AL001629,20251031,20251031.0,C0058,R001,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,155349.05
CA001630,AL001630,20251106,20251108.0,C0064,R005,COR011,A002,P1,SAR Filed,SAR Filed,Y,24,3,68.0,Y,7083.74
CA001633,AL001633,20251228,20251230.0,C0141,R003,COR011,A004,P2,SAR Filed,SAR Filed,Y,48,3,65.0,Y,12072.86
CA001634,AL001634,20260109,20260109.0,C0069,R004,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,75000.0
CA001637,AL001637,20250712,20250713.0,C0023,R009,COR001,A001,P2,SAR Filed,SAR Filed,Y,48,1,24.0,N,20669.26
CA001638,AL001638,20250818,20250826.0,C0064,R003,COR011,A003,P2,SAR Filed,SAR Filed,Y,48,9,198.0,Y,77615.85
CA001639,AL001639,20250920,20250922.0,C0169,R009,COR003,A003,P1,SAR Filed,SAR Filed,Y,24,3,60.0,Y,13980.51
CA001641,AL001641,20260303,20260305.0,C0176,R007,COR006,A001,P3,Closed,Confirmed Suspicious,N,96,3,69.0,N,15000.0
CA001642,AL001642,20251107,20251108.0,C0006,R002,COR012,A002,P1,SAR Filed,SAR Filed,Y,24,2,29.0,Y,7438.85
CA001643,AL001643,20250220,20250220.0,C0026,R001,COR007,A005,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,22353.32
CA001645,AL001645,20250327,20250330.0,C0116,R002,COR007,A003,P1,SAR Filed,SAR Filed,Y,24,4,79.0,Y,144000.0
CA001647,AL001647,20250508,20250508.0,C0071,R004,COR010,A008,P2,SAR Filed,SAR Filed,Y,48,1,15.0,N,3027.53
CA001648,AL001648,20250130,20250131.0,C0175,R007,COR009,A001,P2,SAR Filed,SAR Filed,Y,48,2,26.0,N,148788.02
CA001651,AL001651,20260527,,C0079,R001,COR002,A006,P3,Open,Pending,N,96,1,,N,8250.64
CA001652,AL001652,20260104,20260105.0,C0018,R003,COR010,A006,P1,SAR Filed,SAR Filed,Y,24,2,44.0,Y,83032.72
CA001653,AL001653,20251017,20251017.0,C0115,R006,COR003,A006,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,106933.86
CA001655,AL001655,20260410,,C0138,R003,COR009,A001,P3,Pending EDD,Pending,N,96,8,,Y,66000.0
CA001656,AL001656,20251218,20251219.0,C0079,R009,COR006,A003,P2,SAR Filed,SAR Filed,Y,48,2,41.0,N,16622.17
CA001657,AL001657,20251222,20251222.0,C0116,R009,COR012,A006,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,233529.83
CA001658,AL001658,20250307,20250309.0,C0003,R002,COR008,A004,P1,SAR Filed,SAR Filed,Y,24,3,67.0,Y,276000.0
CA001660,AL001660,20250405,20250408.0,C0112,R008,COR009,A003,P1,SAR Filed,SAR Filed,Y,24,4,74.0,Y,168477.6
CA001663,AL001663,20251107,,C0069,R003,COR006,A006,P1,Open,Pending,N,24,1,,Y,4868.22
CA001665,AL001665,20260127,20260127.0,C0162,R006,COR007,A004,P1,Closed,False Positive,N,24,1,12.0,N,47000.0
CA001666,AL001666,20260430,20260430.0,C0059,R004,COR002,A002,P3,Closed,Confirmed Suspicious,N,96,1,22.0,N,403337.88
CA001668,AL001668,20251225,20251225.0,C0096,R009,COR001,A007,P2,SAR Filed,SAR Filed,Y,48,1,19.0,N,10909.67
CA001669,AL001669,20250821,20250821.0,C0021,R006,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,23000.0
CA001670,AL001670,20250320,20250320.0,C0179,R005,COR007,A004,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,1236.25
CA001671,AL001671,20250315,,C0097,R003,COR007,A001,P3,In Review,Pending,N,96,8,,Y,7216.19
CA001673,AL001673,20260531,20260531.0,C0021,R006,COR006,A005,P1,Closed,False Positive,N,24,1,9.0,N,19199.32
CA001675,AL001675,20250608,,C0124,R009,COR001,A003,P2,Pending EDD,Pending,N,48,5,,Y,42861.58
CA001676,AL001676,20250307,20250312.0,C0036,R003,COR007,A004,P2,SAR Filed,SAR Filed,Y,48,6,132.0,Y,121835.32
CA001677,AL001677,20260428,20260428.0,C0177,R001,COR010,A007,P3,SAR Filed,SAR Filed,Y,96,1,18.0,N,3953.35
CA001678,AL001678,20250912,20250913.0,C0018,R005,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,2,42.0,Y,49394.41
CA001679,AL001679,20251009,20251009.0,C0030,R002,COR006,A005,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,140000.0
CA001680,AL001680,20250920,20250921.0,C0125,R004,COR010,A001,P2,SAR Filed,SAR Filed,Y,48,2,27.0,N,53801.99
CA001681,AL001681,20260120,20260123.0,C0170,R006,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,4,74.0,Y,213000.0
CA001682,AL001682,20260105,20260105.0,C0154,R003,COR002,A006,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,66000.0
CA001685,AL001685,20251212,20251212.0,C0165,R010,COR009,A003,P2,SAR Filed,SAR Filed,Y,48,1,22.0,N,43447.47
CA001688,AL001688,20260113,20260113.0,C0028,R009,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,16910.75
CA001689,AL001689,20250901,20250901.0,C0026,R002,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,46000.0
CA001690,AL001690,20260207,20260211.0,C0140,R006,COR012,A007,P2,SAR Filed,SAR Filed,Y,48,5,118.0,Y,219000.0
CA001691,AL001691,20260224,20260224.0,C0081,R001,COR005,A006,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,103578.45
CA001694,AL001694,20260424,20260424.0,C0032,R008,COR011,A005,P1,Closed,False Positive,N,24,1,18.0,N,6309.25
CA001695,AL001695,20260210,20260210.0,C0141,R004,COR012,A002,P2,SAR Filed,SAR Filed,Y,48,1,17.0,N,7073.39
CA001696,AL001696,20250110,,C0151,R003,COR010,A007,P2,Open,Pending,N,48,1,,N,23274.8
CA001699,AL001699,20250419,20250419.0,C0120,R007,COR004,A006,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,65998.53
CA001704,AL001704,20250426,20250504.0,C0029,R006,COR010,A007,P3,Closed,Confirmed Suspicious,N,96,9,199.0,Y,4319.34
CA001705,AL001705,20250616,20250616.0,C0001,R009,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,5589.35
CA001706,AL001706,20250925,20250928.0,C0095,R005,COR008,A004,P2,SAR Filed,SAR Filed,Y,48,4,93.0,Y,11012.09
CA001707,AL001707,20260308,20260311.0,C0003,R006,COR002,A005,P1,SAR Filed,SAR Filed,Y,24,4,93.0,Y,25540.92
CA001709,AL001709,20260309,20260310.0,C0128,R002,COR008,A003,P2,SAR Filed,SAR Filed,Y,48,2,42.0,N,228902.63
CA001710,AL001710,20250910,20250911.0,C0024,R010,COR009,A004,P1,SAR Filed,SAR Filed,Y,24,2,40.0,Y,2037.51
CA001712,AL001712,20251218,20251222.0,C0161,R007,COR002,A001,P2,SAR Filed,SAR Filed,Y,48,5,100.0,Y,129807.94
CA001713,AL001713,20260109,20260110.0,C0116,R002,COR012,A003,P2,SAR Filed,SAR Filed,Y,48,2,37.0,N,141000.0
CA001716,AL001716,20250708,20250708.0,C0101,R009,COR005,A008,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,9000.0
CA001717,AL001717,20250613,20250615.0,C0033,R008,COR012,A002,P1,SAR Filed,SAR Filed,Y,24,3,54.0,Y,35000.0
CA001718,AL001718,20250807,20250807.0,C0127,R003,COR006,A006,P2,SAR Filed,SAR Filed,Y,48,1,12.0,N,4763.61
CA001721,AL001721,20250131,20250131.0,C0167,R001,COR001,A007,P1,Closed,False Positive,N,24,1,10.0,N,8853.01
CA001722,AL001722,20251112,20251113.0,C0084,R001,COR008,A008,P1,SAR Filed,SAR Filed,Y,24,2,43.0,Y,185000.0
CA001725,AL001725,20251209,20251209.0,C0162,R001,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,329270.47
CA001727,AL001727,20260527,20260527.0,C0028,R002,COR009,A002,P1,Closed,False Positive,N,24,1,11.0,N,500253.71
CA001729,AL001729,20250306,20250306.0,C0058,R006,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,283014.45
CA001730,AL001730,20250309,20250312.0,C0169,R008,COR011,A007,P1,SAR Filed,SAR Filed,Y,24,4,75.0,Y,48000.0
CA001732,AL001732,20260409,20260410.0,C0046,R006,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,2,42.0,Y,11704.46
CA001734,AL001734,20250627,,C0061,R009,COR005,A002,P3,In Review,Pending,N,96,5,,Y,14171.25
CA001737,AL001737,20250529,20250531.0,C0110,R001,COR011,A004,P2,SAR Filed,SAR Filed,Y,48,3,58.0,Y,47640.64
CA001738,AL001738,20251202,20251202.0,C0006,R003,COR007,A004,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,220302.59
CA001739,AL001739,20251012,20251012.0,C0179,R003,COR005,A007,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,48423.15
CA001740,AL001740,20260315,20260315.0,C0014,R008,COR002,A002,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,82673.61
CA001741,AL001741,20250815,20250818.0,C0165,R001,COR012,A008,P2,SAR Filed,SAR Filed,Y,48,4,93.0,Y,4267.97
CA001743,AL001743,20260530,20260530.0,C0159,R002,COR012,A006,P3,Closed,Confirmed Suspicious,N,96,1,17.0,N,35840.08
CA001744,AL001744,20251226,20251226.0,C0101,R005,COR012,A005,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,1750000.0
CA001745,AL001745,20260410,20260413.0,C0069,R004,COR007,A002,P1,Closed,False Positive,N,24,4,79.0,Y,36373.37
CA001746,AL001746,20251115,20251115.0,C0087,R009,COR001,A007,P2,SAR Filed,SAR Filed,Y,48,1,16.0,N,14000.0
CA001747,AL001747,20250923,20250925.0,C0128,R005,COR005,A001,P1,SAR Filed,SAR Filed,Y,24,3,50.0,Y,152007.03
CA001748,AL001748,20250427,20250428.0,C0033,R001,COR012,A001,P1,SAR Filed,SAR Filed,Y,24,2,39.0,Y,148761.4
CA001750,AL001750,20250420,20250422.0,C0006,R009,COR008,A001,P2,SAR Filed,SAR Filed,Y,48,3,70.0,Y,703244.04
CA001751,AL001751,20250702,20250702.0,C0054,R003,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,38306.13
CA001752,AL001752,20260104,20260104.0,C0095,R007,COR002,A002,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,215173.24
CA001753,AL001753,20260206,20260207.0,C0135,R002,COR012,A007,P2,SAR Filed,SAR Filed,Y,48,2,41.0,N,109525.13
CA001754,AL001754,20250405,20250406.0,C0044,R006,COR008,A007,P2,Closed,False Positive,N,48,2,25.0,N,11833.8
CA001756,AL001756,20260331,20260331.0,C0146,R008,COR009,A002,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,45708.32
CA001760,AL001760,20250802,20250802.0,C0146,R008,COR009,A008,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,147684.58
CA001764,AL001764,20250805,20250805.0,C0159,R007,COR006,A005,P2,SAR Filed,SAR Filed,Y,48,1,7.0,N,9022.3
CA001765,AL001765,20250903,20250903.0,C0030,R005,COR007,A001,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,25000.0
CA001766,AL001766,20260514,20260514.0,C0074,R001,COR007,A004,P1,Closed,False Positive,N,24,1,10.0,N,18487.66
CA001767,AL001767,20250425,,C0138,R005,COR004,A007,P2,Open,Pending,N,48,1,,N,17492.15
CA001768,AL001768,20251107,20251107.0,C0125,R004,COR002,A005,P2,SAR Filed,SAR Filed,Y,48,1,15.0,N,197866.77
CA001772,AL001772,20250615,20250615.0,C0022,R009,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,44647.05
CA001774,AL001774,20260219,,C0001,R009,COR003,A003,P1,Open,Pending,N,24,3,,Y,41000.0
CA001775,AL001775,20250718,20250718.0,C0021,R001,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,4226.03
CA001776,AL001776,20260124,,C0058,R003,COR003,A005,P3,In Review,Pending,N,96,1,,N,22740.8
CA001777,AL001777,20250410,20250410.0,C0128,R003,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,35368.96
CA001778,AL001778,20260317,20260318.0,C0033,R001,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,2,37.0,Y,35419.87
CA001779,AL001779,20251021,20251024.0,C0065,R009,COR010,A007,P2,SAR Filed,SAR Filed,Y,48,4,93.0,Y,14000.0
CA001780,AL001780,20250119,20250119.0,C0013,R009,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,44189.12
CA001783,AL001783,20260319,20260325.0,C0032,R002,COR009,A006,P2,SAR Filed,SAR Filed,Y,48,7,148.0,Y,126396.09
CA001785,AL001785,20250123,20250123.0,C0169,R009,COR005,A007,P1,Closed,False Positive,N,24,1,21.0,N,112000.0
CA001789,AL001789,20260308,,C0064,R005,COR004,A007,P1,Open,Pending,N,24,8,,Y,7125.29
CA001790,AL001790,20260521,20260603.0,C0093,R001,COR008,A005,P3,SAR Filed,SAR Filed,Y,96,14,330.0,Y,19447.3
CA001791,AL001791,20260228,20260302.0,C0044,R002,COR003,A003,P1,SAR Filed,SAR Filed,Y,24,3,69.0,Y,31205.23
CA001792,AL001792,20260119,20260122.0,C0020,R002,COR012,A001,P2,Closed,Confirmed Suspicious,N,48,4,84.0,Y,134699.2
CA001796,AL001796,20260218,20260221.0,C0007,R001,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,4,78.0,Y,140000.0
CA001797,AL001797,20250407,20250409.0,C0034,R009,COR010,A004,P2,Closed,Confirmed Suspicious,N,48,3,59.0,Y,11420.81
CA001799,AL001799,20260507,20260510.0,C0162,R003,COR007,A003,P1,SAR Filed,SAR Filed,Y,24,3,72.0,Y,207104.17
CA001801,AL001801,20260321,20260322.0,C0179,R005,COR002,A006,P2,SAR Filed,SAR Filed,Y,48,2,26.0,N,2320.57
CA001802,AL001802,20250528,20250528.0,C0177,R003,COR011,A008,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,95955.49
CA001803,AL001803,20260111,20260112.0,C0125,R001,COR011,A006,P2,SAR Filed,SAR Filed,Y,48,2,35.0,N,4411.22
CA001804,AL001804,20260113,20260113.0,C0112,R009,COR007,A001,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,194000.0
CA001805,AL001805,20250519,,C0032,R010,COR001,A002,P1,In Review,Pending,N,24,3,,Y,60201.26
CA001806,AL001806,20250522,20250522.0,C0169,R002,COR009,A002,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,195000.0
CA001808,AL001808,20250511,20250511.0,C0143,R003,COR011,A007,P1,Closed,False Positive,N,24,1,21.0,N,27000.0
CA001813,AL001813,20250128,20250129.0,C0114,R001,COR006,A001,P2,SAR Filed,SAR Filed,Y,48,2,34.0,N,95000.0
CA001814,AL001814,20260421,,C0022,R002,COR010,A006,P3,Pending EDD,Pending,N,96,3,,N,283.37
CA001815,AL001815,20250324,20250324.0,C0039,R001,COR009,A001,P2,Closed,Confirmed Suspicious,N,48,1,9.0,N,17755.3
CA001817,AL001817,20260320,20260321.0,C0022,R006,COR010,A002,P2,SAR Filed,SAR Filed,Y,48,2,43.0,N,12313.71
CA001818,AL001818,20250814,20250814.0,C0057,R003,COR006,A004,P2,SAR Filed,SAR Filed,Y,48,1,9.0,N,17302.36
CA001820,AL001820,20250401,20250401.0,C0062,R004,COR012,A006,P2,SAR Filed,SAR Filed,Y,48,1,8.0,N,9752.36
CA001821,AL001821,20250830,20250831.0,C0142,R009,COR004,A006,P2,SAR Filed,SAR Filed,Y,48,2,35.0,N,132000.0
CA001822,AL001822,20251111,20251111.0,C0118,R005,COR006,A006,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,10906.8
CA001828,AL001828,20250419,20250422.0,C0032,R003,COR011,A002,P1,Closed,False Positive,N,24,4,90.0,Y,33975.13
CA001829,AL001829,20250725,20250728.0,C0160,R002,COR011,A008,P1,SAR Filed,SAR Filed,Y,24,4,76.0,Y,36769.15
CA001833,AL001833,20251223,20251223.0,C0144,R003,COR007,A001,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,15000.0
CA001838,AL001838,20250304,20250308.0,C0086,R001,COR003,A002,P1,SAR Filed,SAR Filed,Y,24,4,96.0,Y,10306.15
CA001839,AL001839,20251220,20251221.0,C0044,R008,COR012,A006,P2,SAR Filed,SAR Filed,Y,48,2,42.0,N,341907.71
CA001844,AL001844,20251226,20251226.0,C0003,R006,COR007,A008,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,4939.08
CA001845,AL001845,20251220,20251223.0,C0172,R002,COR007,A005,P1,Closed,False Positive,N,24,4,86.0,Y,97000.0
CA001846,AL001846,20250519,20250519.0,C0032,R005,COR002,A005,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,109501.13
CA001847,AL001847,20251205,20251205.0,C0113,R003,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,156690.95
CA001848,AL001848,20250130,,C0162,R010,COR006,A002,P1,Pending EDD,Pending,N,24,13,,Y,140897.14
CA001849,AL001849,20251018,20251018.0,C0131,R009,COR007,A007,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,164113.56
CA001850,AL001850,20251007,20251007.0,C0140,R002,COR003,A003,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,14136.62
CA001852,AL001852,20250115,,C0083,R008,COR009,A002,P3,Open,Pending,N,96,5,,Y,2845.7
CA001853,AL001853,20260205,20260205.0,C0018,R005,COR006,A005,P1,Closed,False Positive,N,24,1,12.0,N,146107.67
CA001854,AL001854,20250323,20250323.0,C0038,R005,COR005,A001,P2,Closed,Confirmed Suspicious,N,48,1,22.0,N,91764.19
CA001856,AL001856,20251105,20251105.0,C0011,R005,COR004,A008,P1,Closed,False Positive,N,24,1,20.0,N,29133.02
CA001858,AL001858,20250710,20250713.0,C0056,R002,COR012,A003,P2,SAR Filed,SAR Filed,Y,48,4,84.0,Y,49772.43
CA001859,AL001859,20250901,20250901.0,C0025,R003,COR007,A002,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,37596.59
CA001860,AL001860,20250822,20250822.0,C0054,R003,COR003,A004,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,289000.0
CA001861,AL001861,20251207,20251208.0,C0033,R009,COR005,A005,P2,SAR Filed,SAR Filed,Y,48,2,28.0,N,135775.96
CA001868,AL001868,20250216,20250216.0,C0162,R006,COR005,A008,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,83000.0
CA001869,AL001869,20260526,20260528.0,C0064,R007,COR005,A001,P1,SAR Filed,SAR Filed,Y,24,3,67.0,Y,227921.68
CA001873,AL001873,20251008,20251011.0,C0145,R001,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,4,74.0,Y,320530.81
CA001874,AL001874,20250321,20250323.0,C0022,R005,COR011,A008,P1,SAR Filed,SAR Filed,Y,24,3,56.0,Y,28000.0
CA001875,AL001875,20260428,20260428.0,C0101,R001,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,60556.22
CA001880,AL001880,20250815,20250816.0,C0121,R004,COR005,A001,P3,SAR Filed,SAR Filed,Y,96,2,41.0,N,26158.02
CA001881,AL001881,20260401,20260403.0,C0152,R001,COR007,A006,P1,SAR Filed,SAR Filed,Y,24,3,63.0,Y,212242.31
CA001883,AL001883,20250805,20250805.0,C0020,R003,COR006,A008,P2,SAR Filed,SAR Filed,Y,48,1,12.0,N,11448.66
CA001884,AL001884,20251015,20251015.0,C0074,R009,COR002,A002,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,36000.0
CA001885,AL001885,20260318,20260320.0,C0112,R001,COR009,A004,P1,SAR Filed,SAR Filed,Y,24,3,63.0,Y,354716.07
CA001886,AL001886,20260202,20260202.0,C0178,R005,COR004,A001,P1,Closed,False Positive,N,24,1,21.0,N,20015.22
CA001887,AL001887,20250725,20250725.0,C0072,R005,COR005,A001,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,216028.13
CA001888,AL001888,20260314,20260315.0,C0131,R005,COR010,A007,P2,SAR Filed,SAR Filed,Y,48,2,32.0,N,590000.2
CA001890,AL001890,20250711,20250713.0,C0171,R003,COR002,A005,P3,SAR Filed,SAR Filed,Y,96,3,50.0,N,42279.62
CA001891,AL001891,20250918,20250918.0,C0064,R007,COR009,A006,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,98098.96
CA001892,AL001892,20260526,20260526.0,C0014,R003,COR008,A001,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,27736.91
CA001893,AL001893,20250307,20250307.0,C0175,R009,COR010,A005,P1,Closed,False Positive,N,24,1,13.0,N,720121.66
CA001894,AL001894,20260320,20260320.0,C0150,R005,COR009,A004,P1,Closed,False Positive,N,24,1,11.0,N,31462.27
CA001895,AL001895,20260507,20260508.0,C0033,R003,COR003,A001,P2,SAR Filed,SAR Filed,Y,48,2,34.0,N,2665.46
CA001900,AL001900,20250215,20250215.0,C0142,R001,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,141791.15
CA001902,AL001902,20250407,20250407.0,C0141,R007,COR008,A002,P2,SAR Filed,SAR Filed,Y,48,1,14.0,N,15651.72
CA001904,AL001904,20260118,20260118.0,C0103,R002,COR005,A008,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,127786.37
CA001905,AL001905,20260505,20260505.0,C0162,R008,COR012,A003,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,44840.44
CA001906,AL001906,20250601,20250601.0,C0078,R004,COR012,A001,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,55319.84
CA001910,AL001910,20250505,20250505.0,C0085,R005,COR007,A004,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,295021.16
CA001911,AL001911,20250614,20250616.0,C0162,R002,COR012,A003,P1,SAR Filed,SAR Filed,Y,24,3,57.0,Y,499000.0
CA001913,AL001913,20260531,20260602.0,C0087,R006,COR002,A001,P1,Closed,False Positive,N,24,3,66.0,Y,52684.89
CA001914,AL001914,20250616,20250618.0,C0098,R006,COR003,A006,P3,Closed,Confirmed Suspicious,N,96,3,71.0,N,15245.98
CA001916,AL001916,20250223,,C0113,R003,COR006,A002,P3,Open,Pending,N,96,1,,N,5088.89
CA001917,AL001917,20250611,20250611.0,C0004,R010,COR005,A001,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,36106.07
CA001918,AL001918,20250526,20250526.0,C0037,R008,COR002,A004,P2,SAR Filed,SAR Filed,Y,48,1,9.0,N,153843.61
CA001920,AL001920,20260602,20260605.0,C0176,R002,COR008,A004,P1,SAR Filed,SAR Filed,Y,24,4,87.0,Y,41254.44
CA001923,AL001923,20251225,20251225.0,C0139,R010,COR011,A002,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,29358.52
CA001924,AL001924,20251017,20251017.0,C0026,R001,COR003,A002,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,112758.02
CA001925,AL001925,20250808,20250809.0,C0053,R002,COR008,A003,P2,SAR Filed,SAR Filed,Y,48,2,30.0,N,23991.1
CA001927,AL001927,20260505,20260508.0,C0006,R005,COR008,A001,P1,SAR Filed,SAR Filed,Y,24,4,91.0,Y,115000.0
CA001932,AL001932,20260308,20260308.0,C0141,R002,COR007,A008,P2,SAR Filed,SAR Filed,Y,48,1,13.0,N,9155.13
CA001933,AL001933,20250525,20250525.0,C0163,R009,COR007,A001,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,28692.61
CA001934,AL001934,20250907,20250911.0,C0148,R008,COR005,A007,P2,SAR Filed,SAR Filed,Y,48,5,118.0,Y,46825.79
CA001935,AL001935,20260202,20260202.0,C0053,R002,COR007,A003,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,16000.0
CA001936,AL001936,20250225,20250226.0,C0105,R002,COR008,A002,P2,SAR Filed,SAR Filed,Y,48,2,40.0,N,218000.0
CA001937,AL001937,20260331,,C0004,R001,COR007,A001,P1,In Review,Pending,N,24,5,,Y,4785.35
CA001939,AL001939,20250201,20250201.0,C0026,R008,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,19089.22
CA001941,AL001941,20260601,20260607.0,C0064,R007,COR012,A002,P2,SAR Filed,SAR Filed,Y,48,7,165.0,Y,50378.63
CA001945,AL001945,20251202,20251204.0,C0024,R008,COR009,A007,P3,Closed,Confirmed Suspicious,N,96,3,68.0,N,745.89
CA001948,AL001948,20260314,20260314.0,C0015,R002,COR007,A005,P2,SAR Filed,SAR Filed,Y,48,1,12.0,N,5684.15
CA001949,AL001949,20260527,20260528.0,C0004,R001,COR003,A001,P3,Closed,Confirmed Suspicious,N,96,2,37.0,N,18600.74
CA001950,AL001950,20250910,20250910.0,C0109,R010,COR007,A001,P2,SAR Filed,SAR Filed,Y,48,1,16.0,N,7016.54
CA001953,AL001953,20260430,20260430.0,C0103,R001,COR003,A002,P1,Closed,False Positive,N,24,1,9.0,N,28335.82
CA001955,AL001955,20250522,20250523.0,C0062,R009,COR006,A006,P2,Closed,Confirmed Suspicious,N,48,2,26.0,N,67072.66
CA001958,AL001958,20250617,20250618.0,C0180,R006,COR010,A007,P2,Closed,Confirmed Suspicious,N,48,2,41.0,N,3038.66
CA001959,AL001959,20260516,20260517.0,C0014,R009,COR009,A004,P2,SAR Filed,SAR Filed,Y,48,2,38.0,N,99000.0
CA001961,AL001961,20250901,20250902.0,C0018,R009,COR008,A006,P2,SAR Filed,SAR Filed,Y,48,2,26.0,N,65670.87
CA001963,AL001963,20251112,20251112.0,C0140,R010,COR004,A003,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,298000.0
CA001967,AL001967,20250508,,C0118,R003,COR011,A005,P2,Open,Pending,N,48,3,,Y,13417.29
CA001968,AL001968,20250424,20250430.0,C0060,R009,COR005,A002,P3,Closed,Confirmed Suspicious,N,96,7,148.0,Y,11000.0
CA001971,AL001971,20250528,20250529.0,C0057,R004,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,2,28.0,Y,43172.31
CA001973,AL001973,20250108,20250108.0,C0001,R010,COR006,A001,P1,Closed,False Positive,N,24,1,19.0,N,44000.0
CA001974,AL001974,20250427,20250430.0,C0160,R001,COR007,A007,P1,SAR Filed,SAR Filed,Y,24,4,79.0,Y,12973.3
CA001975,AL001975,20250513,20250513.0,C0148,R004,COR004,A004,P2,SAR Filed,SAR Filed,Y,48,1,17.0,N,23446.89
CA001977,AL001977,20250416,20250421.0,C0165,R008,COR001,A007,P2,SAR Filed,SAR Filed,Y,48,6,134.0,Y,15682.01
