CostDriverKey,RevenueDriverKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,ServiceKey,SegmentKey,CarrierCostUSD,HandlingCostUSD,FuelCostUSD,CustomsCostUSD,DirectCostUSD,VariableCostPerJobUSD,CostInflationPct,DateKey,YearMonth
COST_202406_ACTUAL_CN_FCL_SKA,202406_ACTUAL_CN_FCL_SKA,2024-06-01,Actual,ACTUAL,CN,FCL,SKA,115889.76,3908.14,5614.06,536.97,125948.93,807.36,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_LCL_ENT,202406_ACTUAL_CN_LCL_ENT,2024-06-01,Actual,ACTUAL,CN,LCL,ENT,46432.69,6476.66,2450.78,815.89,56176.02,497.13,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_LCL_MM,202406_ACTUAL_CN_LCL_MM,2024-06-01,Actual,ACTUAL,CN,LCL,MM,35528.42,6242.73,1875.24,792.47,44438.85,483.03,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_LCL_SME,202406_ACTUAL_CN_LCL_SME,2024-06-01,Actual,ACTUAL,CN,LCL,SME,28459.55,3477.62,1502.13,608.73,34048.04,472.89,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_LCL_SKA,202406_ACTUAL_CN_LCL_SKA,2024-06-01,Actual,ACTUAL,CN,LCL,SKA,49089.09,7780.12,2590.99,784.66,60244.87,463.42,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_CLS_ENT,202406_ACTUAL_CN_CLS_ENT,2024-06-01,Actual,ACTUAL,CN,CLS,ENT,55881.48,3361.57,3407.18,302.34,62952.56,886.66,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_CLS_MM,202406_ACTUAL_CN_CLS_MM,2024-06-01,Actual,ACTUAL,CN,CLS,MM,49820.06,1177.35,3037.6,483.0,54518.02,893.74,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_CLS_SME,202406_ACTUAL_CN_CLS_SME,2024-06-01,Actual,ACTUAL,CN,CLS,SME,37100.79,2672.71,2262.09,234.54,42270.14,983.03,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_CLS_SKA,202406_ACTUAL_CN_CLS_SKA,2024-06-01,Actual,ACTUAL,CN,CLS,SKA,61374.11,3988.21,3742.07,321.9,69426.29,890.08,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_CUS_ENT,202406_ACTUAL_CN_CUS_ENT,2024-06-01,Actual,ACTUAL,CN,CUS,ENT,14154.63,5260.64,1191.8,4480.0,25087.07,156.79,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_CUS_MM,202406_ACTUAL_CN_CUS_MM,2024-06-01,Actual,ACTUAL,CN,CUS,MM,11700.64,3833.24,985.18,3612.0,20131.06,156.05,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_CUS_SME,202406_ACTUAL_CN_CUS_SME,2024-06-01,Actual,ACTUAL,CN,CUS,SME,9704.18,2454.29,817.08,2856.0,15831.55,155.21,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_CUS_SKA,202406_ACTUAL_CN_CUS_SKA,2024-06-01,Actual,ACTUAL,CN,CUS,SKA,14772.5,3232.23,1243.83,4788.0,24036.56,140.56,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_TRK_ENT,202406_ACTUAL_CN_TRK_ENT,2024-06-01,Actual,ACTUAL,CN,TRK,ENT,36073.3,10480.25,2672.18,1558.43,50784.16,274.51,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_TRK_MM,202406_ACTUAL_CN_TRK_MM,2024-06-01,Actual,ACTUAL,CN,TRK,MM,30284.81,2946.93,2243.39,1091.22,36566.36,237.44,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_TRK_SME,202406_ACTUAL_CN_TRK_SME,2024-06-01,Actual,ACTUAL,CN,TRK,SME,25311.02,8227.79,1874.95,360.82,35774.58,300.63,0.018,20240601,2024-06
COST_202406_ACTUAL_CN_TRK_SKA,202406_ACTUAL_CN_TRK_SKA,2024-06-01,Actual,ACTUAL,CN,TRK,SKA,44796.04,15668.0,3318.33,1451.73,65234.1,302.01,0.018,20240601,2024-06
COST_202407_ACTUAL_VN_NORTH_AIR_ENT,202407_ACTUAL_VN_NORTH_AIR_ENT,2024-07-01,Actual,ACTUAL,VN_NORTH,AIR,ENT,116782.57,6119.99,7647.84,559.16,131109.57,1213.98,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_AIR_MM,202407_ACTUAL_VN_NORTH_AIR_MM,2024-07-01,Actual,ACTUAL,VN_NORTH,AIR,MM,92537.34,5154.16,6060.07,491.07,104242.64,1198.19,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_AIR_SME,202407_ACTUAL_VN_NORTH_AIR_SME,2024-07-01,Actual,ACTUAL,VN_NORTH,AIR,SME,70416.59,3483.96,4611.43,503.18,79015.17,1215.62,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_AIR_SKA,202407_ACTUAL_VN_NORTH_AIR_SKA,2024-07-01,Actual,ACTUAL,VN_NORTH,AIR,SKA,117761.26,2075.57,7711.94,477.51,128026.26,1174.55,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_FCL_ENT,202407_ACTUAL_VN_NORTH_FCL_ENT,2024-07-01,Actual,ACTUAL,VN_NORTH,FCL,ENT,130738.5,9549.34,6333.38,706.06,147327.28,846.71,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_FCL_MM,202407_ACTUAL_VN_NORTH_FCL_MM,2024-07-01,Actual,ACTUAL,VN_NORTH,FCL,MM,100617.83,2505.16,4874.24,853.41,108850.64,812.32,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_FCL_SME,202407_ACTUAL_VN_NORTH_FCL_SME,2024-07-01,Actual,ACTUAL,VN_NORTH,FCL,SME,74822.67,2630.73,3624.64,697.63,81775.67,786.3,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_FCL_SKA,202407_ACTUAL_VN_NORTH_FCL_SKA,2024-07-01,Actual,ACTUAL,VN_NORTH,FCL,SKA,146667.03,8791.98,7105.0,1033.91,163597.92,834.68,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_LCL_ENT,202407_ACTUAL_VN_NORTH_LCL_ENT,2024-07-01,Actual,ACTUAL,VN_NORTH,LCL,ENT,50113.15,5059.85,2645.04,421.55,58239.59,444.58,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_LCL_MM,202407_ACTUAL_VN_NORTH_LCL_MM,2024-07-01,Actual,ACTUAL,VN_NORTH,LCL,MM,43120.16,3636.2,2275.94,828.31,49860.61,453.28,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_LCL_SME,202407_ACTUAL_VN_NORTH_LCL_SME,2024-07-01,Actual,ACTUAL,VN_NORTH,LCL,SME,39007.62,4312.88,2058.87,810.04,46189.41,481.14,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_LCL_SKA,202407_ACTUAL_VN_NORTH_LCL_SKA,2024-07-01,Actual,ACTUAL,VN_NORTH,LCL,SKA,59030.99,7458.32,3115.73,817.0,70422.04,434.7,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_CLS_ENT,202407_ACTUAL_VN_NORTH_CLS_ENT,2024-07-01,Actual,ACTUAL,VN_NORTH,CLS,ENT,74406.8,6233.57,4536.69,625.37,85802.43,975.03,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_CLS_MM,202407_ACTUAL_VN_NORTH_CLS_MM,2024-07-01,Actual,ACTUAL,VN_NORTH,CLS,MM,61939.24,4549.19,3776.53,485.91,70750.88,956.09,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_CLS_SME,202407_ACTUAL_VN_NORTH_CLS_SME,2024-07-01,Actual,ACTUAL,VN_NORTH,CLS,SME,45171.16,2732.54,2754.15,288.06,50945.91,961.24,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_CLS_SKA,202407_ACTUAL_VN_NORTH_CLS_SKA,2024-07-01,Actual,ACTUAL,VN_NORTH,CLS,SKA,83180.43,5174.09,5071.63,877.67,94303.82,933.7,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_CUS_ENT,202407_ACTUAL_VN_NORTH_CUS_ENT,2024-07-01,Actual,ACTUAL,VN_NORTH,CUS,ENT,17733.82,13250.71,1493.16,5488.0,37965.7,193.7,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_CUS_MM,202407_ACTUAL_VN_NORTH_CUS_MM,2024-07-01,Actual,ACTUAL,VN_NORTH,CUS,MM,15089.71,5488.82,1270.53,4592.0,26441.06,161.23,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_CUS_SME,202407_ACTUAL_VN_NORTH_CUS_SME,2024-07-01,Actual,ACTUAL,VN_NORTH,CUS,SME,11117.41,6858.79,936.07,3500.0,22412.26,179.3,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_CUS_SKA,202407_ACTUAL_VN_NORTH_CUS_SKA,2024-07-01,Actual,ACTUAL,VN_NORTH,CUS,SKA,18768.36,8368.73,1580.27,6132.0,34849.36,159.13,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_TRK_ENT,202407_ACTUAL_VN_NORTH_TRK_ENT,2024-07-01,Actual,ACTUAL,VN_NORTH,TRK,ENT,49359.83,13886.54,3656.4,1978.42,68881.18,288.21,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_TRK_MM,202407_ACTUAL_VN_NORTH_TRK_MM,2024-07-01,Actual,ACTUAL,VN_NORTH,TRK,MM,40825.03,3838.99,3024.17,1403.17,49091.36,251.75,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_TRK_SME,202407_ACTUAL_VN_NORTH_TRK_SME,2024-07-01,Actual,ACTUAL,VN_NORTH,TRK,SME,28616.35,3796.3,2119.8,1039.43,35571.89,250.51,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_NORTH_TRK_SKA,202407_ACTUAL_VN_NORTH_TRK_SKA,2024-07-01,Actual,ACTUAL,VN_NORTH,TRK,SKA,59123.04,12069.99,4379.63,2138.34,77711.0,274.6,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_AIR_ENT,202407_ACTUAL_VN_SOUTH_AIR_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,AIR,ENT,129509.28,7792.7,8481.29,699.83,146483.1,1220.69,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_AIR_MM,202407_ACTUAL_VN_SOUTH_AIR_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,AIR,MM,100955.0,1770.81,6611.33,657.49,109994.63,1145.78,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_AIR_SME,202407_ACTUAL_VN_SOUTH_AIR_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,AIR,SME,80115.51,2566.34,5246.6,336.82,88265.26,1209.11,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_AIR_SKA,202407_ACTUAL_VN_SOUTH_AIR_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,AIR,SKA,137557.08,7751.37,9008.32,1140.13,155456.9,1168.85,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_FCL_ENT,202407_ACTUAL_VN_SOUTH_FCL_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,FCL,ENT,143351.19,12958.85,6944.37,1859.51,165113.92,859.97,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_FCL_MM,202407_ACTUAL_VN_SOUTH_FCL_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,FCL,MM,116567.87,3837.53,5646.91,622.73,126675.04,833.39,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_FCL_SME,202407_ACTUAL_VN_SOUTH_FCL_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,FCL,SME,86496.85,2994.49,4190.17,941.66,94623.18,868.1,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_FCL_SKA,202407_ACTUAL_VN_SOUTH_FCL_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,FCL,SKA,165883.8,5330.07,8035.92,1991.31,181241.11,867.18,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_LCL_ENT,202407_ACTUAL_VN_SOUTH_LCL_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,LCL,ENT,62673.36,9776.97,3307.98,539.12,76297.43,451.46,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_LCL_MM,202407_ACTUAL_VN_SOUTH_LCL_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,LCL,MM,53054.76,4807.5,2800.3,829.79,61492.35,439.23,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_LCL_SME,202407_ACTUAL_VN_SOUTH_LCL_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,LCL,SME,37334.82,5748.64,1970.58,845.2,45899.25,463.63,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_LCL_SKA,202407_ACTUAL_VN_SOUTH_LCL_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,LCL,SKA,68648.53,10210.91,3623.36,1082.8,83565.6,474.8,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_CLS_ENT,202407_ACTUAL_VN_SOUTH_CLS_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,CLS,ENT,84055.72,2580.18,5125.0,964.59,92725.49,891.59,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_CLS_MM,202407_ACTUAL_VN_SOUTH_CLS_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,CLS,MM,64960.11,4082.05,3960.71,286.62,73289.5,990.4,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_CLS_SME,202407_ACTUAL_VN_SOUTH_CLS_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,CLS,SME,50968.98,3866.18,3107.65,209.66,58152.48,937.94,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_CLS_SKA,202407_ACTUAL_VN_SOUTH_CLS_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,CLS,SKA,82923.08,6900.52,5055.94,597.09,95476.64,892.31,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_CUS_ENT,202407_ACTUAL_VN_SOUTH_CUS_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,CUS,ENT,19812.15,5845.89,1668.16,6048.0,33374.2,154.51,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_CUS_MM,202407_ACTUAL_VN_SOUTH_CUS_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,CUS,MM,15504.08,10257.31,1305.42,4704.0,31770.81,189.11,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_CUS_SME,202407_ACTUAL_VN_SOUTH_CUS_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,CUS,SME,13697.74,7943.63,1153.33,4088.0,26882.7,184.13,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_CUS_SKA,202407_ACTUAL_VN_SOUTH_CUS_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,CUS,SKA,23632.67,12089.86,1989.84,7392.0,45104.37,170.85,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_TRK_ENT,202407_ACTUAL_VN_SOUTH_TRK_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,TRK,ENT,50077.45,10589.85,3709.56,1657.57,66034.43,252.04,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_TRK_MM,202407_ACTUAL_VN_SOUTH_TRK_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,TRK,MM,44136.06,11920.82,3269.44,1673.29,60999.61,274.77,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_TRK_SME,202407_ACTUAL_VN_SOUTH_TRK_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,TRK,SME,31554.86,10186.53,2337.47,1440.15,45519.01,284.49,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_SOUTH_TRK_SKA,202407_ACTUAL_VN_SOUTH_TRK_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,TRK,SKA,57174.67,16478.99,4235.3,876.86,78765.81,281.31,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_AIR_ENT,202407_ACTUAL_VN_CENTRAL_AIR_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,AIR,ENT,78010.27,4382.87,5108.73,603.74,88105.61,1190.62,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_AIR_MM,202407_ACTUAL_VN_CENTRAL_AIR_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,AIR,MM,59298.04,3352.26,3883.3,227.82,66761.43,1171.25,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_AIR_SME,202407_ACTUAL_VN_CENTRAL_AIR_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,AIR,SME,48113.1,2632.89,3150.83,168.74,54065.55,1201.46,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_AIR_SKA,202407_ACTUAL_VN_CENTRAL_AIR_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,AIR,SKA,84570.9,4807.6,5538.37,386.88,95303.75,1221.84,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_FCL_ENT,202407_ACTUAL_VN_CENTRAL_FCL_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,FCL,ENT,83253.54,2786.53,4033.06,468.38,90541.5,815.69,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_FCL_MM,202407_ACTUAL_VN_CENTRAL_FCL_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,FCL,MM,73197.09,5109.01,3545.89,402.72,82254.71,847.99,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_FCL_SME,202407_ACTUAL_VN_CENTRAL_FCL_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,FCL,SME,58520.45,3915.27,2834.91,328.59,65599.21,874.66,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_FCL_SKA,202407_ACTUAL_VN_CENTRAL_FCL_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,FCL,SKA,101228.53,3492.84,4903.82,563.48,110188.68,854.18,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_LCL_ENT,202407_ACTUAL_VN_CENTRAL_LCL_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,LCL,ENT,41882.12,6062.45,2210.59,404.48,50559.64,481.52,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_LCL_MM,202407_ACTUAL_VN_CENTRAL_LCL_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,LCL,MM,33728.83,4084.94,1780.25,309.51,39903.54,453.45,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_LCL_SME,202407_ACTUAL_VN_CENTRAL_LCL_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,LCL,SME,28195.22,4864.24,1488.18,555.94,35103.58,508.75,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_LCL_SKA,202407_ACTUAL_VN_CENTRAL_LCL_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,LCL,SKA,41805.53,6425.59,2206.55,390.95,50828.62,445.87,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_CLS_ENT,202407_ACTUAL_VN_CENTRAL_CLS_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CLS,ENT,45554.68,3583.21,2777.54,335.47,52250.88,933.05,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_CLS_MM,202407_ACTUAL_VN_CENTRAL_CLS_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CLS,MM,43850.14,2144.15,2673.61,354.5,49022.4,924.95,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_CLS_SME,202407_ACTUAL_VN_CENTRAL_CLS_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CLS,SME,31402.42,1179.67,1914.65,157.14,34653.89,888.56,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_CLS_SKA,202407_ACTUAL_VN_CENTRAL_CLS_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CLS,SKA,53160.87,3099.8,3241.3,633.48,60135.45,897.54,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_CUS_ENT,202407_ACTUAL_VN_CENTRAL_CUS_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CUS,ENT,12234.88,7708.06,1030.16,3696.0,24669.1,186.89,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_CUS_MM,202407_ACTUAL_VN_CENTRAL_CUS_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CUS,MM,10244.68,6781.07,862.59,3332.0,21220.34,178.32,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_CUS_SME,202407_ACTUAL_VN_CENTRAL_CUS_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CUS,SME,8291.27,3907.58,698.11,2464.0,15360.96,174.56,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_CUS_SKA,202407_ACTUAL_VN_CENTRAL_CUS_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CUS,SKA,14138.63,9750.0,1190.45,4340.0,29419.09,189.8,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_TRK_ENT,202407_ACTUAL_VN_CENTRAL_TRK_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,TRK,ENT,34323.59,6122.27,2542.57,664.27,43652.7,248.03,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_TRK_MM,202407_ACTUAL_VN_CENTRAL_TRK_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,TRK,MM,25927.5,5086.59,1920.62,866.23,33800.93,254.14,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_TRK_SME,202407_ACTUAL_VN_CENTRAL_TRK_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,TRK,SME,22567.23,2389.09,1671.7,474.85,27102.87,246.39,0.018,20240701,2024-07
COST_202407_ACTUAL_VN_CENTRAL_TRK_SKA,202407_ACTUAL_VN_CENTRAL_TRK_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,TRK,SKA,36159.88,3805.02,2678.6,1340.36,43983.85,240.35,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_AIR_ENT,202407_ACTUAL_TH_AIR_ENT,2024-07-01,Actual,ACTUAL,TH,AIR,ENT,66447.0,3535.43,4351.47,269.14,74603.05,1243.38,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_AIR_MM,202407_ACTUAL_TH_AIR_MM,2024-07-01,Actual,ACTUAL,TH,AIR,MM,54412.38,953.27,3563.35,489.27,59418.28,1142.66,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_AIR_SME,202407_ACTUAL_TH_AIR_SME,2024-07-01,Actual,ACTUAL,TH,AIR,SME,40556.65,1928.8,2655.97,120.94,45262.35,1223.31,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_AIR_SKA,202407_ACTUAL_TH_AIR_SKA,2024-07-01,Actual,ACTUAL,TH,AIR,SKA,67118.83,2497.85,4395.47,441.88,74454.03,1181.81,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_FCL_ENT,202407_ACTUAL_TH_FCL_ENT,2024-07-01,Actual,ACTUAL,TH,FCL,ENT,79936.42,4671.53,3872.37,469.28,88949.6,823.61,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_FCL_MM,202407_ACTUAL_TH_FCL_MM,2024-07-01,Actual,ACTUAL,TH,FCL,MM,61012.02,3174.36,2955.61,598.5,67740.49,868.47,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_FCL_SME,202407_ACTUAL_TH_FCL_SME,2024-07-01,Actual,ACTUAL,TH,FCL,SME,48381.71,3036.8,2343.76,468.6,54230.86,889.03,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_FCL_SKA,202407_ACTUAL_TH_FCL_SKA,2024-07-01,Actual,ACTUAL,TH,FCL,SKA,87930.65,3299.95,4259.63,668.81,96159.04,858.56,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_LCL_ENT,202407_ACTUAL_TH_LCL_ENT,2024-07-01,Actual,ACTUAL,TH,LCL,ENT,33291.51,2853.75,1757.17,674.01,38576.44,438.37,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_LCL_MM,202407_ACTUAL_TH_LCL_MM,2024-07-01,Actual,ACTUAL,TH,LCL,MM,25120.96,1369.57,1325.92,592.53,28408.97,443.89,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_LCL_SME,202407_ACTUAL_TH_LCL_SME,2024-07-01,Actual,ACTUAL,TH,LCL,SME,22312.14,2409.51,1177.66,562.47,26461.77,464.24,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_LCL_SKA,202407_ACTUAL_TH_LCL_SKA,2024-07-01,Actual,ACTUAL,TH,LCL,SKA,35498.79,3973.71,1873.67,726.0,42072.17,433.73,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_CLS_ENT,202407_ACTUAL_TH_CLS_ENT,2024-07-01,Actual,ACTUAL,TH,CLS,ENT,37100.72,1714.85,2262.09,200.71,41278.36,859.97,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_CLS_MM,202407_ACTUAL_TH_CLS_MM,2024-07-01,Actual,ACTUAL,TH,CLS,MM,33888.41,2187.39,2066.23,243.47,38385.5,913.94,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_CLS_SME,202407_ACTUAL_TH_CLS_SME,2024-07-01,Actual,ACTUAL,TH,CLS,SME,28426.27,2319.34,1733.19,313.21,32792.02,993.7,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_CLS_SKA,202407_ACTUAL_TH_CLS_SKA,2024-07-01,Actual,ACTUAL,TH,CLS,SKA,40546.54,1804.37,2472.18,422.04,45245.14,870.1,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_CUS_ENT,202407_ACTUAL_TH_CUS_ENT,2024-07-01,Actual,ACTUAL,TH,CUS,ENT,11333.53,6146.56,954.27,3556.0,21990.36,173.15,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_CUS_MM,202407_ACTUAL_TH_CUS_MM,2024-07-01,Actual,ACTUAL,TH,CUS,MM,8570.98,6330.74,721.67,2492.0,18115.38,203.54,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_CUS_SME,202407_ACTUAL_TH_CUS_SME,2024-07-01,Actual,ACTUAL,TH,CUS,SME,6340.53,2820.23,533.86,1904.0,11598.62,170.57,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_CUS_SKA,202407_ACTUAL_TH_CUS_SKA,2024-07-01,Actual,ACTUAL,TH,CUS,SKA,11574.55,6397.74,974.56,3556.0,22502.85,177.19,0.018,20240701,2024-07
COST_202407_ACTUAL_TH_TRK_ENT,202407_ACTUAL_TH_TRK_ENT,2024-07-01,Actual,ACTUAL,TH,TRK,ENT,27669.73,2741.36,2049.68,819.69,33280.46,252.12,0.018,20240701,2024-07
