session_key,session_date,channel,device,region,sessions,visitors,add_to_cart,checkout_starts,session_month
9475,2025-03-17,Paid Search,Desktop,North America,114,77,13,6,2025-03
9476,2025-03-17,Paid Search,Desktop,Europe,72,49,6,3,2025-03
9477,2025-03-17,Paid Search,Desktop,Southeast Asia,60,42,7,3,2025-03
9478,2025-03-17,Paid Search,Desktop,East Asia,37,26,4,2,2025-03
9479,2025-03-17,Paid Search,Desktop,Oceania,20,14,2,0,2025-03
9480,2025-03-17,Paid Search,Desktop,Middle East,14,10,1,0,2025-03
9481,2025-03-17,Paid Search,Tablet,North America,42,33,3,1,2025-03
9482,2025-03-17,Paid Search,Tablet,Europe,26,20,2,0,2025-03
9483,2025-03-17,Paid Search,Tablet,Southeast Asia,23,18,2,1,2025-03
9484,2025-03-17,Paid Search,Tablet,East Asia,12,8,1,0,2025-03
9485,2025-03-17,Paid Search,Tablet,Oceania,7,5,0,0,2025-03
9486,2025-03-17,Paid Search,Tablet,Middle East,4,2,0,0,2025-03
9487,2025-03-17,Direct,Mobile,North America,259,195,35,17,2025-03
9488,2025-03-17,Direct,Mobile,Europe,150,112,11,6,2025-03
9489,2025-03-17,Direct,Mobile,Southeast Asia,100,76,9,4,2025-03
9490,2025-03-17,Direct,Mobile,East Asia,72,54,8,2,2025-03
9491,2025-03-17,Direct,Mobile,Oceania,40,31,5,2,2025-03
9492,2025-03-17,Direct,Mobile,Middle East,26,20,2,1,2025-03
9493,2025-03-17,Direct,Desktop,North America,131,93,9,4,2025-03
9494,2025-03-17,Direct,Desktop,Europe,66,44,6,3,2025-03
9495,2025-03-17,Direct,Desktop,Southeast Asia,51,37,7,2,2025-03
9496,2025-03-17,Direct,Desktop,East Asia,32,25,4,2,2025-03
9497,2025-03-17,Direct,Desktop,Oceania,18,12,1,0,2025-03
9498,2025-03-17,Direct,Desktop,Middle East,12,9,1,0,2025-03
9499,2025-03-17,Direct,Tablet,North America,46,32,5,2,2025-03
9500,2025-03-17,Direct,Tablet,Europe,26,19,2,1,2025-03
9501,2025-03-17,Direct,Tablet,Southeast Asia,23,16,2,0,2025-03
9502,2025-03-17,Direct,Tablet,East Asia,11,7,0,0,2025-03
9503,2025-03-17,Direct,Tablet,Oceania,6,4,0,0,2025-03
9504,2025-03-17,Direct,Tablet,Middle East,4,3,0,0,2025-03
9505,2025-03-17,Email,Mobile,North America,141,100,17,6,2025-03
9506,2025-03-17,Email,Mobile,Europe,80,60,10,3,2025-03
9507,2025-03-17,Email,Mobile,Southeast Asia,64,49,5,2,2025-03
9508,2025-03-17,Email,Mobile,East Asia,41,32,5,1,2025-03
9509,2025-03-17,Email,Mobile,Oceania,22,17,3,1,2025-03
9510,2025-03-17,Email,Mobile,Middle East,14,9,1,0,2025-03
9511,2025-03-17,Email,Desktop,North America,75,59,7,3,2025-03
9512,2025-03-17,Email,Desktop,Europe,35,27,3,1,2025-03
9513,2025-03-17,Email,Desktop,Southeast Asia,37,28,4,2,2025-03
9514,2025-03-17,Email,Desktop,East Asia,20,13,1,0,2025-03
9515,2025-03-17,Email,Desktop,Oceania,10,7,1,0,2025-03
9516,2025-03-17,Email,Desktop,Middle East,7,5,0,0,2025-03
9517,2025-03-17,Email,Tablet,North America,31,23,3,1,2025-03
9518,2025-03-17,Email,Tablet,Europe,14,10,1,0,2025-03
9519,2025-03-17,Email,Tablet,Southeast Asia,13,9,1,0,2025-03
9520,2025-03-17,Email,Tablet,East Asia,7,5,0,0,2025-03
9521,2025-03-17,Email,Tablet,Oceania,4,3,0,0,2025-03
9522,2025-03-17,Email,Tablet,Middle East,2,1,0,0,2025-03
9523,2025-03-17,Social,Mobile,North America,203,154,26,11,2025-03
9524,2025-03-17,Social,Mobile,Europe,117,92,11,5,2025-03
9525,2025-03-17,Social,Mobile,Southeast Asia,76,52,8,3,2025-03
9526,2025-03-17,Social,Mobile,East Asia,63,46,5,1,2025-03
9527,2025-03-17,Social,Mobile,Oceania,35,24,2,0,2025-03
9528,2025-03-17,Social,Mobile,Middle East,23,18,1,0,2025-03
9529,2025-03-17,Social,Desktop,North America,97,71,11,4,2025-03
9530,2025-03-17,Social,Desktop,Europe,44,34,3,1,2025-03
9531,2025-03-17,Social,Desktop,Southeast Asia,37,27,3,1,2025-03
9532,2025-03-17,Social,Desktop,East Asia,28,21,2,1,2025-03
9533,2025-03-17,Social,Desktop,Oceania,11,7,0,0,2025-03
9534,2025-03-17,Social,Desktop,Middle East,10,6,1,0,2025-03
9535,2025-03-17,Social,Tablet,North America,37,29,4,1,2025-03
9536,2025-03-17,Social,Tablet,Europe,17,12,1,0,2025-03
9537,2025-03-17,Social,Tablet,Southeast Asia,18,13,2,0,2025-03
9538,2025-03-17,Social,Tablet,East Asia,10,7,1,0,2025-03
9539,2025-03-17,Social,Tablet,Oceania,4,2,0,0,2025-03
9540,2025-03-17,Social,Tablet,Middle East,3,2,0,0,2025-03
9541,2025-03-17,Affiliate,Mobile,North America,103,76,12,5,2025-03
9542,2025-03-17,Affiliate,Mobile,Europe,64,52,8,3,2025-03
9543,2025-03-17,Affiliate,Mobile,Southeast Asia,50,40,6,3,2025-03
9544,2025-03-17,Affiliate,Mobile,East Asia,32,22,2,0,2025-03
9545,2025-03-17,Affiliate,Mobile,Oceania,14,10,1,0,2025-03
9546,2025-03-17,Affiliate,Mobile,Middle East,12,8,1,0,2025-03
9547,2025-03-17,Affiliate,Desktop,North America,46,34,6,3,2025-03
9548,2025-03-17,Affiliate,Desktop,Europe,21,14,2,1,2025-03
9549,2025-03-17,Affiliate,Desktop,Southeast Asia,19,12,2,1,2025-03
9550,2025-03-17,Affiliate,Desktop,East Asia,11,8,1,0,2025-03
9551,2025-03-17,Affiliate,Desktop,Oceania,7,4,0,0,2025-03
9552,2025-03-17,Affiliate,Desktop,Middle East,5,3,0,0,2025-03
9553,2025-03-17,Affiliate,Tablet,North America,19,14,1,0,2025-03
9554,2025-03-17,Affiliate,Tablet,Europe,10,7,0,0,2025-03
9555,2025-03-17,Affiliate,Tablet,Southeast Asia,7,4,0,0,2025-03
9556,2025-03-17,Affiliate,Tablet,East Asia,4,2,0,0,2025-03
9557,2025-03-17,Affiliate,Tablet,Oceania,2,1,0,0,2025-03
9558,2025-03-17,Affiliate,Tablet,Middle East,1,0,0,0,2025-03
9559,2025-03-17,Display,Mobile,North America,65,45,7,2,2025-03
9560,2025-03-17,Display,Mobile,Europe,34,26,4,1,2025-03
9561,2025-03-17,Display,Mobile,Southeast Asia,26,17,3,1,2025-03
9562,2025-03-17,Display,Mobile,East Asia,18,13,2,0,2025-03
9563,2025-03-17,Display,Mobile,Oceania,9,6,0,0,2025-03
9564,2025-03-17,Display,Mobile,Middle East,5,3,0,0,2025-03
9565,2025-03-17,Display,Desktop,North America,29,21,2,0,2025-03
9566,2025-03-17,Display,Desktop,Europe,17,13,2,0,2025-03
9567,2025-03-17,Display,Desktop,Southeast Asia,10,6,1,0,2025-03
9568,2025-03-17,Display,Desktop,East Asia,8,6,1,0,2025-03
9569,2025-03-17,Display,Desktop,Oceania,4,3,0,0,2025-03
9570,2025-03-17,Display,Desktop,Middle East,2,1,0,0,2025-03
9571,2025-03-17,Display,Tablet,North America,12,8,1,0,2025-03
9572,2025-03-17,Display,Tablet,Europe,5,3,0,0,2025-03
9573,2025-03-17,Display,Tablet,Southeast Asia,4,2,0,0,2025-03
9574,2025-03-17,Display,Tablet,East Asia,2,1,0,0,2025-03
9575,2025-03-17,Display,Tablet,Oceania,1,0,0,0,2025-03
9576,2025-03-17,Display,Tablet,Middle East,1,0,0,0,2025-03
9577,2025-03-18,Organic Search,Mobile,North America,640,442,68,26,2025-03
9578,2025-03-18,Organic Search,Mobile,Europe,354,251,27,15,2025-03
9579,2025-03-18,Organic Search,Mobile,Southeast Asia,235,190,20,6,2025-03
9580,2025-03-18,Organic Search,Mobile,East Asia,152,113,14,5,2025-03
9581,2025-03-18,Organic Search,Mobile,Oceania,75,50,8,4,2025-03
9582,2025-03-18,Organic Search,Mobile,Middle East,58,45,6,2,2025-03
9583,2025-03-18,Organic Search,Desktop,North America,226,181,22,10,2025-03
9584,2025-03-18,Organic Search,Desktop,Europe,120,92,14,5,2025-03
9585,2025-03-18,Organic Search,Desktop,Southeast Asia,112,83,10,4,2025-03
9586,2025-03-18,Organic Search,Desktop,East Asia,81,62,7,2,2025-03
9587,2025-03-18,Organic Search,Desktop,Oceania,35,26,4,1,2025-03
9588,2025-03-18,Organic Search,Desktop,Middle East,23,17,2,1,2025-03
9589,2025-03-18,Organic Search,Tablet,North America,97,77,13,5,2025-03
9590,2025-03-18,Organic Search,Tablet,Europe,47,33,6,3,2025-03
9591,2025-03-18,Organic Search,Tablet,Southeast Asia,52,42,4,1,2025-03
9592,2025-03-18,Organic Search,Tablet,East Asia,31,21,2,0,2025-03
9593,2025-03-18,Organic Search,Tablet,Oceania,16,11,1,0,2025-03
9594,2025-03-18,Organic Search,Tablet,Middle East,10,7,0,0,2025-03
9595,2025-03-18,Paid Search,Mobile,North America,378,256,54,24,2025-03
9596,2025-03-18,Paid Search,Mobile,Europe,183,149,18,7,2025-03
9597,2025-03-18,Paid Search,Mobile,Southeast Asia,129,91,16,8,2025-03
9598,2025-03-18,Paid Search,Mobile,East Asia,110,84,8,3,2025-03
9599,2025-03-18,Paid Search,Mobile,Oceania,50,40,6,3,2025-03
9600,2025-03-18,Paid Search,Mobile,Middle East,28,22,3,1,2025-03
9601,2025-03-18,Paid Search,Desktop,North America,168,124,14,7,2025-03
9602,2025-03-18,Paid Search,Desktop,Europe,81,57,11,4,2025-03
9603,2025-03-18,Paid Search,Desktop,Southeast Asia,82,60,8,4,2025-03
9604,2025-03-18,Paid Search,Desktop,East Asia,36,26,4,2,2025-03
9605,2025-03-18,Paid Search,Desktop,Oceania,20,13,2,1,2025-03
9606,2025-03-18,Paid Search,Desktop,Middle East,17,12,1,0,2025-03
9607,2025-03-18,Paid Search,Tablet,North America,70,57,10,4,2025-03
9608,2025-03-18,Paid Search,Tablet,Europe,34,26,4,2,2025-03
9609,2025-03-18,Paid Search,Tablet,Southeast Asia,24,17,3,1,2025-03
9610,2025-03-18,Paid Search,Tablet,East Asia,14,9,1,0,2025-03
9611,2025-03-18,Paid Search,Tablet,Oceania,8,6,0,0,2025-03
9612,2025-03-18,Paid Search,Tablet,Middle East,6,4,0,0,2025-03
9613,2025-03-18,Direct,Mobile,North America,263,197,26,14,2025-03
9614,2025-03-18,Direct,Mobile,Europe,178,119,15,7,2025-03
9615,2025-03-18,Direct,Mobile,Southeast Asia,134,101,11,5,2025-03
9616,2025-03-18,Direct,Mobile,East Asia,81,60,8,3,2025-03
9617,2025-03-18,Direct,Mobile,Oceania,50,40,7,2,2025-03
9618,2025-03-18,Direct,Mobile,Middle East,27,20,3,1,2025-03
9619,2025-03-18,Direct,Desktop,North America,129,103,14,6,2025-03
9620,2025-03-18,Direct,Desktop,Europe,85,66,8,4,2025-03
9621,2025-03-18,Direct,Desktop,Southeast Asia,56,42,8,2,2025-03
9622,2025-03-18,Direct,Desktop,East Asia,36,24,3,1,2025-03
9623,2025-03-18,Direct,Desktop,Oceania,22,16,2,0,2025-03
9624,2025-03-18,Direct,Desktop,Middle East,11,8,1,0,2025-03
9625,2025-03-18,Direct,Tablet,North America,53,41,4,1,2025-03
9626,2025-03-18,Direct,Tablet,Europe,27,18,2,1,2025-03
9627,2025-03-18,Direct,Tablet,Southeast Asia,26,18,2,0,2025-03
9628,2025-03-18,Direct,Tablet,East Asia,13,9,1,0,2025-03
9629,2025-03-18,Direct,Tablet,Oceania,9,6,0,0,2025-03
9630,2025-03-18,Direct,Tablet,Middle East,5,3,0,0,2025-03
9631,2025-03-18,Email,Mobile,North America,218,162,23,9,2025-03
9632,2025-03-18,Email,Mobile,Europe,122,98,11,6,2025-03
9633,2025-03-18,Email,Mobile,Southeast Asia,94,72,13,4,2025-03
9634,2025-03-18,Email,Mobile,East Asia,63,49,5,2,2025-03
9635,2025-03-18,Email,Mobile,Oceania,32,24,3,1,2025-03
9636,2025-03-18,Email,Mobile,Middle East,17,13,1,0,2025-03
9637,2025-03-18,Email,Desktop,North America,92,68,13,4,2025-03
9638,2025-03-18,Email,Desktop,Europe,50,33,4,1,2025-03
9639,2025-03-18,Email,Desktop,Southeast Asia,38,26,3,1,2025-03
9640,2025-03-18,Email,Desktop,East Asia,26,20,2,1,2025-03
9641,2025-03-18,Email,Desktop,Oceania,14,11,1,0,2025-03
9642,2025-03-18,Email,Desktop,Middle East,8,5,1,0,2025-03
9643,2025-03-18,Email,Tablet,North America,35,28,5,2,2025-03
9644,2025-03-18,Email,Tablet,Europe,16,11,1,0,2025-03
9645,2025-03-18,Email,Tablet,Southeast Asia,14,10,1,0,2025-03
9646,2025-03-18,Email,Tablet,East Asia,10,7,0,0,2025-03
9647,2025-03-18,Email,Tablet,Oceania,4,2,0,0,2025-03
9648,2025-03-18,Email,Tablet,Middle East,3,2,0,0,2025-03
9649,2025-03-18,Social,Mobile,North America,272,193,21,9,2025-03
9650,2025-03-18,Social,Mobile,Europe,123,93,15,8,2025-03
9651,2025-03-18,Social,Mobile,Southeast Asia,103,77,9,4,2025-03
9652,2025-03-18,Social,Mobile,East Asia,71,49,5,2,2025-03
9653,2025-03-18,Social,Mobile,Oceania,33,22,4,1,2025-03
9654,2025-03-18,Social,Mobile,Middle East,24,16,2,0,2025-03
9655,2025-03-18,Social,Desktop,North America,97,72,8,4,2025-03
9656,2025-03-18,Social,Desktop,Europe,65,44,6,2,2025-03
9657,2025-03-18,Social,Desktop,Southeast Asia,55,41,7,3,2025-03
9658,2025-03-18,Social,Desktop,East Asia,31,25,4,2,2025-03
9659,2025-03-18,Social,Desktop,Oceania,15,12,1,0,2025-03
9660,2025-03-18,Social,Desktop,Middle East,12,8,1,0,2025-03
9661,2025-03-18,Social,Tablet,North America,43,29,6,2,2025-03
9662,2025-03-18,Social,Tablet,Europe,23,17,2,1,2025-03
9663,2025-03-18,Social,Tablet,Southeast Asia,16,12,1,0,2025-03
9664,2025-03-18,Social,Tablet,East Asia,10,6,1,0,2025-03
9665,2025-03-18,Social,Tablet,Oceania,6,4,0,0,2025-03
9666,2025-03-18,Social,Tablet,Middle East,4,3,0,0,2025-03
9667,2025-03-18,Affiliate,Mobile,North America,150,102,20,8,2025-03
9668,2025-03-18,Affiliate,Mobile,Europe,68,48,7,3,2025-03
9669,2025-03-18,Affiliate,Mobile,Southeast Asia,64,50,7,3,2025-03
9670,2025-03-18,Affiliate,Mobile,East Asia,42,29,5,2,2025-03
9671,2025-03-18,Affiliate,Mobile,Oceania,17,12,1,0,2025-03
9672,2025-03-18,Affiliate,Mobile,Middle East,13,9,1,0,2025-03
9673,2025-03-18,Affiliate,Desktop,North America,68,48,6,3,2025-03
9674,2025-03-18,Affiliate,Desktop,Europe,29,20,3,1,2025-03
9675,2025-03-18,Affiliate,Desktop,Southeast Asia,27,19,3,1,2025-03
9676,2025-03-18,Affiliate,Desktop,East Asia,16,11,1,0,2025-03
9677,2025-03-18,Affiliate,Desktop,Oceania,7,4,0,0,2025-03
9678,2025-03-18,Affiliate,Desktop,Middle East,6,4,0,0,2025-03
9679,2025-03-18,Affiliate,Tablet,North America,21,15,2,0,2025-03
9680,2025-03-18,Affiliate,Tablet,Europe,12,9,1,0,2025-03
9681,2025-03-18,Affiliate,Tablet,Southeast Asia,11,7,1,0,2025-03
9682,2025-03-18,Affiliate,Tablet,East Asia,5,4,0,0,2025-03
9683,2025-03-18,Affiliate,Tablet,Oceania,3,2,0,0,2025-03
9684,2025-03-18,Affiliate,Tablet,Middle East,2,1,0,0,2025-03
9685,2025-03-18,Display,Mobile,North America,82,63,8,3,2025-03
9686,2025-03-18,Display,Mobile,Europe,32,25,2,0,2025-03
9687,2025-03-18,Display,Mobile,Southeast Asia,36,27,3,1,2025-03
9688,2025-03-18,Display,Mobile,East Asia,19,13,1,0,2025-03
9689,2025-03-18,Display,Mobile,Oceania,11,7,1,0,2025-03
9690,2025-03-18,Display,Mobile,Middle East,7,5,0,0,2025-03
9691,2025-03-18,Display,Desktop,North America,32,22,3,1,2025-03
9692,2025-03-18,Display,Desktop,Europe,21,16,2,0,2025-03
9693,2025-03-18,Display,Desktop,Southeast Asia,15,10,1,0,2025-03
9694,2025-03-18,Display,Desktop,East Asia,8,6,1,0,2025-03
9695,2025-03-18,Display,Desktop,Oceania,5,3,0,0,2025-03
9696,2025-03-18,Display,Desktop,Middle East,3,2,0,0,2025-03
9697,2025-03-18,Display,Tablet,North America,15,10,1,0,2025-03
9698,2025-03-18,Display,Tablet,Europe,7,4,0,0,2025-03
9699,2025-03-18,Display,Tablet,Southeast Asia,6,4,0,0,2025-03
9700,2025-03-18,Display,Tablet,East Asia,4,2,0,0,2025-03
9701,2025-03-18,Display,Tablet,Oceania,2,1,0,0,2025-03
9702,2025-03-18,Display,Tablet,Middle East,1,0,0,0,2025-03
9703,2025-03-19,Organic Search,Mobile,North America,451,359,43,24,2025-03
9704,2025-03-19,Organic Search,Mobile,Europe,322,253,41,18,2025-03
9705,2025-03-19,Organic Search,Mobile,Southeast Asia,226,170,26,9,2025-03
9706,2025-03-19,Organic Search,Mobile,East Asia,161,122,12,6,2025-03
9707,2025-03-19,Organic Search,Mobile,Oceania,69,50,8,4,2025-03
9708,2025-03-19,Organic Search,Mobile,Middle East,58,47,4,1,2025-03
9709,2025-03-19,Organic Search,Desktop,North America,238,177,23,8,2025-03
9710,2025-03-19,Organic Search,Desktop,Europe,114,79,9,4,2025-03
9711,2025-03-19,Organic Search,Desktop,Southeast Asia,120,97,11,4,2025-03
9712,2025-03-19,Organic Search,Desktop,East Asia,75,56,7,3,2025-03
9713,2025-03-19,Organic Search,Desktop,Oceania,39,27,3,1,2025-03
9714,2025-03-19,Organic Search,Desktop,Middle East,25,17,2,0,2025-03
9715,2025-03-19,Organic Search,Tablet,North America,100,75,9,4,2025-03
9716,2025-03-19,Organic Search,Tablet,Europe,49,37,3,1,2025-03
9717,2025-03-19,Organic Search,Tablet,Southeast Asia,37,26,4,1,2025-03
9718,2025-03-19,Organic Search,Tablet,East Asia,22,15,2,0,2025-03
9719,2025-03-19,Organic Search,Tablet,Oceania,12,9,1,0,2025-03
9720,2025-03-19,Organic Search,Tablet,Middle East,8,5,0,0,2025-03
9721,2025-03-19,Paid Search,Mobile,North America,288,226,31,16,2025-03
9722,2025-03-19,Paid Search,Mobile,Europe,189,132,23,13,2025-03
9723,2025-03-19,Paid Search,Mobile,Southeast Asia,117,81,14,6,2025-03
9724,2025-03-19,Paid Search,Mobile,East Asia,71,49,9,4,2025-03
9725,2025-03-19,Paid Search,Mobile,Oceania,43,29,3,1,2025-03
9726,2025-03-19,Paid Search,Mobile,Middle East,35,24,3,1,2025-03
9727,2025-03-19,Paid Search,Desktop,North America,124,98,15,6,2025-03
9728,2025-03-19,Paid Search,Desktop,Europe,85,59,9,3,2025-03
9729,2025-03-19,Paid Search,Desktop,Southeast Asia,54,41,5,1,2025-03
9730,2025-03-19,Paid Search,Desktop,East Asia,34,25,3,1,2025-03
9731,2025-03-19,Paid Search,Desktop,Oceania,21,14,2,1,2025-03
9732,2025-03-19,Paid Search,Desktop,Middle East,14,9,1,0,2025-03
9733,2025-03-19,Paid Search,Tablet,North America,46,37,4,1,2025-03
9734,2025-03-19,Paid Search,Tablet,Europe,29,21,3,1,2025-03
9735,2025-03-19,Paid Search,Tablet,Southeast Asia,24,17,2,1,2025-03
9736,2025-03-19,Paid Search,Tablet,East Asia,14,9,1,0,2025-03
9737,2025-03-19,Paid Search,Tablet,Oceania,8,6,1,0,2025-03
9738,2025-03-19,Paid Search,Tablet,Middle East,5,4,0,0,2025-03
9739,2025-03-19,Direct,Mobile,North America,257,173,30,16,2025-03
9740,2025-03-19,Direct,Mobile,Europe,123,83,13,5,2025-03
9741,2025-03-19,Direct,Mobile,Southeast Asia,102,76,8,3,2025-03
9742,2025-03-19,Direct,Mobile,East Asia,84,57,6,2,2025-03
9743,2025-03-19,Direct,Mobile,Oceania,40,29,3,1,2025-03
9744,2025-03-19,Direct,Mobile,Middle East,26,20,3,1,2025-03
9745,2025-03-19,Direct,Desktop,North America,111,89,12,4,2025-03
9746,2025-03-19,Direct,Desktop,Europe,71,50,6,2,2025-03
9747,2025-03-19,Direct,Desktop,Southeast Asia,51,38,5,1,2025-03
9748,2025-03-19,Direct,Desktop,East Asia,33,24,3,1,2025-03
9749,2025-03-19,Direct,Desktop,Oceania,18,12,1,0,2025-03
9750,2025-03-19,Direct,Desktop,Middle East,11,8,0,0,2025-03
9751,2025-03-19,Direct,Tablet,North America,50,40,6,3,2025-03
9752,2025-03-19,Direct,Tablet,Europe,23,18,1,0,2025-03
9753,2025-03-19,Direct,Tablet,Southeast Asia,22,14,2,0,2025-03
9754,2025-03-19,Direct,Tablet,East Asia,15,10,1,0,2025-03
9755,2025-03-19,Direct,Tablet,Oceania,7,4,0,0,2025-03
9756,2025-03-19,Direct,Tablet,Middle East,4,2,0,0,2025-03
9757,2025-03-19,Email,Mobile,North America,194,130,20,7,2025-03
9758,2025-03-19,Email,Mobile,Europe,107,73,11,5,2025-03
9759,2025-03-19,Email,Mobile,Southeast Asia,72,51,9,3,2025-03
9760,2025-03-19,Email,Mobile,East Asia,50,36,4,2,2025-03
9761,2025-03-19,Email,Mobile,Oceania,28,19,3,1,2025-03
9762,2025-03-19,Email,Mobile,Middle East,15,11,1,0,2025-03
9763,2025-03-19,Email,Desktop,North America,75,54,8,3,2025-03
9764,2025-03-19,Email,Desktop,Europe,43,33,5,2,2025-03
9765,2025-03-19,Email,Desktop,Southeast Asia,38,25,4,2,2025-03
9766,2025-03-19,Email,Desktop,East Asia,27,19,3,1,2025-03
9767,2025-03-19,Email,Desktop,Oceania,15,12,1,0,2025-03
9768,2025-03-19,Email,Desktop,Middle East,9,7,0,0,2025-03
9769,2025-03-19,Email,Tablet,North America,36,26,3,1,2025-03
9770,2025-03-19,Email,Tablet,Europe,16,12,2,1,2025-03
9771,2025-03-19,Email,Tablet,Southeast Asia,16,11,1,0,2025-03
9772,2025-03-19,Email,Tablet,East Asia,10,7,1,0,2025-03
9773,2025-03-19,Email,Tablet,Oceania,5,3,0,0,2025-03
9774,2025-03-19,Email,Tablet,Middle East,3,2,0,0,2025-03
9775,2025-03-19,Social,Mobile,North America,212,148,28,12,2025-03
9776,2025-03-19,Social,Mobile,Europe,128,92,17,8,2025-03
9777,2025-03-19,Social,Mobile,Southeast Asia,106,80,13,6,2025-03
9778,2025-03-19,Social,Mobile,East Asia,66,44,5,1,2025-03
9779,2025-03-19,Social,Mobile,Oceania,32,22,3,1,2025-03
9780,2025-03-19,Social,Mobile,Middle East,19,15,2,1,2025-03
9781,2025-03-19,Social,Desktop,North America,103,81,11,6,2025-03
9782,2025-03-19,Social,Desktop,Europe,61,44,5,2,2025-03
9783,2025-03-19,Social,Desktop,Southeast Asia,49,35,5,2,2025-03
9784,2025-03-19,Social,Desktop,East Asia,27,20,2,0,2025-03
9785,2025-03-19,Social,Desktop,Oceania,14,9,1,0,2025-03
9786,2025-03-19,Social,Desktop,Middle East,11,8,1,0,2025-03
9787,2025-03-19,Social,Tablet,North America,38,30,2,1,2025-03
9788,2025-03-19,Social,Tablet,Europe,23,15,1,0,2025-03
9789,2025-03-19,Social,Tablet,Southeast Asia,15,12,1,0,2025-03
9790,2025-03-19,Social,Tablet,East Asia,11,8,1,0,2025-03
9791,2025-03-19,Social,Tablet,Oceania,5,3,0,0,2025-03
9792,2025-03-19,Social,Tablet,Middle East,4,2,0,0,2025-03
9793,2025-03-19,Affiliate,Mobile,North America,111,81,14,7,2025-03
9794,2025-03-19,Affiliate,Mobile,Europe,68,49,9,3,2025-03
9795,2025-03-19,Affiliate,Mobile,Southeast Asia,61,49,6,2,2025-03
9796,2025-03-19,Affiliate,Mobile,East Asia,30,20,2,0,2025-03
9797,2025-03-19,Affiliate,Mobile,Oceania,19,15,2,1,2025-03
9798,2025-03-19,Affiliate,Mobile,Middle East,14,9,1,0,2025-03
9799,2025-03-19,Affiliate,Desktop,North America,51,40,4,2,2025-03
9800,2025-03-19,Affiliate,Desktop,Europe,30,23,3,1,2025-03
9801,2025-03-19,Affiliate,Desktop,Southeast Asia,25,19,3,1,2025-03
9802,2025-03-19,Affiliate,Desktop,East Asia,14,9,1,0,2025-03
9803,2025-03-19,Affiliate,Desktop,Oceania,8,5,0,0,2025-03
9804,2025-03-19,Affiliate,Desktop,Middle East,6,4,0,0,2025-03
9805,2025-03-19,Affiliate,Tablet,North America,22,16,2,0,2025-03
9806,2025-03-19,Affiliate,Tablet,Europe,10,8,0,0,2025-03
9807,2025-03-19,Affiliate,Tablet,Southeast Asia,9,6,1,0,2025-03
9808,2025-03-19,Affiliate,Tablet,East Asia,6,4,0,0,2025-03
9809,2025-03-19,Affiliate,Tablet,Oceania,2,1,0,0,2025-03
9810,2025-03-19,Affiliate,Tablet,Middle East,2,1,0,0,2025-03
9811,2025-03-19,Display,Mobile,North America,78,53,7,3,2025-03
9812,2025-03-19,Display,Mobile,Europe,39,30,3,1,2025-03
9813,2025-03-19,Display,Mobile,Southeast Asia,32,24,3,1,2025-03
9814,2025-03-19,Display,Mobile,East Asia,20,15,2,0,2025-03
9815,2025-03-19,Display,Mobile,Oceania,10,7,1,0,2025-03
9816,2025-03-19,Display,Mobile,Middle East,6,4,0,0,2025-03
9817,2025-03-19,Display,Desktop,North America,36,28,3,1,2025-03
9818,2025-03-19,Display,Desktop,Europe,15,10,1,0,2025-03
9819,2025-03-19,Display,Desktop,Southeast Asia,13,8,1,0,2025-03
9820,2025-03-19,Display,Desktop,East Asia,7,5,0,0,2025-03
9821,2025-03-19,Display,Desktop,Oceania,5,3,0,0,2025-03
9822,2025-03-19,Display,Desktop,Middle East,3,2,0,0,2025-03
9823,2025-03-19,Display,Tablet,North America,13,9,1,0,2025-03
9824,2025-03-19,Display,Tablet,Europe,5,3,0,0,2025-03
9825,2025-03-19,Display,Tablet,Southeast Asia,5,4,0,0,2025-03
9826,2025-03-19,Display,Tablet,East Asia,3,2,0,0,2025-03
9827,2025-03-19,Display,Tablet,Oceania,1,0,0,0,2025-03
9828,2025-03-19,Display,Tablet,Middle East,1,0,0,0,2025-03
9829,2025-03-20,Organic Search,Mobile,North America,504,407,57,31,2025-03
9830,2025-03-20,Organic Search,Mobile,Europe,290,224,37,16,2025-03
9831,2025-03-20,Organic Search,Mobile,Southeast Asia,228,164,20,10,2025-03
9832,2025-03-20,Organic Search,Mobile,East Asia,171,138,21,11,2025-03
9833,2025-03-20,Organic Search,Mobile,Oceania,70,55,6,2,2025-03
9834,2025-03-20,Organic Search,Mobile,Middle East,52,39,6,2,2025-03
